FeedbackSK,Feedback ID,Feedback Type,Resolution Status
2827,3003,Suggestion,Resolved
2828,3004,Praise,Pending
2829,3005,Suggestion,Pending
2830,3006,Praise,Pending
2831,3007,Praise,Pending
2832,3008,Complaint,Pending
2833,3009,Suggestion,Pending
2834,3011,Complaint,Resolved
2835,3012,Complaint,Resolved
2836,3013,Suggestion,Resolved
2837,3014,Suggestion,Resolved
2838,3015,Suggestion,Resolved
2839,3016,Suggestion,Resolved
2840,3017,Suggestion,Resolved
2841,3018,Suggestion,Resolved
2842,3019,Praise,Pending
2843,3020,Suggestion,Pending
2844,3021,Praise,Pending
2845,3022,Praise,Pending
2846,3023,Praise,Resolved
2847,3024,Praise,Pending
2848,3025,Suggestion,Resolved
2849,3027,Suggestion,Resolved
2850,3028,Complaint,Pending
2851,3029,Suggestion,Resolved
2852,3030,Suggestion,Pending
2853,3031,Praise,Pending
2854,3032,Praise,Pending
2855,3034,Praise,Resolved
2856,3035,Suggestion,Pending
2857,3036,Praise,Resolved
2858,3037,Praise,Resolved
2859,3038,Praise,Pending
2860,3039,Suggestion,Pending
2861,3040,Praise,Pending
2862,3042,Complaint,Pending
2863,3043,Suggestion,Pending
2864,3044,Suggestion,Pending
2865,3045,Suggestion,Resolved
2866,3046,Complaint,Pending
2867,3047,Suggestion,Resolved
2868,3048,Suggestion,Resolved
2869,3049,Complaint,Resolved
2870,3050,Praise,Pending
2871,3051,Suggestion,Pending
2872,3053,Suggestion,Pending
2873,3054,Praise,Pending
2874,3056,Praise,Resolved
2875,3058,Suggestion,Resolved
2876,3059,Complaint,Pending
2877,3060,Complaint,Resolved
2878,3061,Praise,Pending
2879,3062,Praise,Resolved
2880,3063,Praise,Resolved
2881,3064,Complaint,Pending
2882,3065,Suggestion,Pending
2883,3066,Praise,Resolved
2884,3067,Suggestion,Resolved
2885,3068,Complaint,Pending
2886,3069,Praise,Resolved
2887,3070,Suggestion,Pending
2888,3071,Complaint,Pending
2889,3072,Complaint,Pending
2890,3073,Complaint,Resolved
2891,3074,Complaint,Resolved
2892,3075,Complaint,Resolved
2893,3076,Suggestion,Pending
2894,3077,Praise,Pending
2895,3078,Suggestion,Resolved
2896,3079,Suggestion,Pending
2897,3081,Suggestion,Resolved
2898,3082,Complaint,Pending
2899,3083,Suggestion,Pending
2900,3084,Praise,Pending
2901,3085,Praise,Resolved
2902,3086,Suggestion,Resolved
2903,3087,Suggestion,Resolved
2904,3088,Suggestion,Resolved
2905,3089,Suggestion,Resolved
2906,3090,Praise,Pending
2907,3091,Complaint,Resolved
2908,3092,Complaint,Pending
2909,3094,Praise,Resolved
2910,3095,Complaint,Pending
2911,3096,Praise,Pending
2912,3097,Suggestion,Resolved
2913,3098,Suggestion,Resolved
2914,3099,Complaint,Pending
2915,3100,Complaint,Resolved
2916,3101,Suggestion,Resolved
2917,3102,Complaint,Pending
2918,3103,Complaint,Pending
2919,3104,Praise,Resolved
2920,3105,Praise,Resolved
2921,3106,Complaint,Resolved
2922,3107,Suggestion,Resolved
2923,3108,Praise,Resolved
2924,3110,Complaint,Pending
2925,3111,Praise,Resolved
2926,3112,Suggestion,Pending
2927,3113,Suggestion,Resolved
2928,3114,Complaint,Pending
2929,3115,Praise,Resolved
2930,3116,Suggestion,Resolved
2931,3117,Suggestion,Resolved
2932,3118,Suggestion,Pending
2933,3119,Suggestion,Resolved
2934,3120,Complaint,Resolved
2935,3121,Praise,Pending
2936,3122,Complaint,Pending
2937,3123,Suggestion,Pending
2938,3124,Complaint,Resolved
2939,3125,Complaint,Resolved
2940,3126,Suggestion,Resolved
2941,3127,Complaint,Pending
2942,3128,Suggestion,Pending
2943,3129,Suggestion,Resolved
2944,3130,Suggestion,Pending
2945,3131,Suggestion,Pending
2946,3132,Suggestion,Resolved
2947,3133,Praise,Pending
2948,3135,Suggestion,Resolved
2949,3136,Complaint,Resolved
2950,3137,Complaint,Resolved
2951,3138,Praise,Resolved
2952,3139,Praise,Resolved
2953,3140,Suggestion,Pending
2954,3141,Suggestion,Pending
2955,3142,Suggestion,Resolved
2956,3143,Suggestion,Pending
2957,3145,Praise,Pending
2958,3146,Complaint,Pending
2959,3147,Suggestion,Pending
2960,3148,Complaint,Pending
2961,3149,Praise,Resolved
2962,3150,Suggestion,Pending
2963,3151,Praise,Resolved
2964,3152,Suggestion,Resolved
2965,3153,Suggestion,Pending
2966,3154,Complaint,Pending
2967,3155,Suggestion,Pending
2968,3156,Praise,Resolved
2969,3157,Praise,Pending
2970,3158,Complaint,Resolved
2971,3159,Complaint,Resolved
2972,3160,Complaint,Resolved
2973,3161,Complaint,Pending
2974,3162,Suggestion,Pending
2975,3163,Suggestion,Resolved
2976,3164,Suggestion,Pending
2977,3165,Praise,Resolved
2978,3166,Suggestion,Resolved
2979,3167,Suggestion,Pending
2980,3169,Complaint,Resolved
2981,3170,Complaint,Resolved
2982,3172,Complaint,Resolved
2983,3173,Complaint,Pending
2984,3174,Praise,Resolved
2985,3175,Suggestion,Pending
2986,3176,Praise,Pending
2987,3177,Suggestion,Pending
2988,3178,Complaint,Resolved
2989,3181,Suggestion,Pending
2990,3182,Complaint,Pending
2991,3183,Praise,Pending
2992,3184,Praise,Pending
2993,3185,Suggestion,Pending
2994,3186,Complaint,Resolved
2995,3188,Suggestion,Pending
2996,3189,Praise,Resolved
2997,3190,Praise,Pending
2998,3191,Complaint,Resolved
2999,3192,Suggestion,Pending
3000,3193,Complaint,Resolved
3001,3194,Suggestion,Pending
3002,3195,Complaint,Resolved
3003,3196,Praise,Resolved
3004,3197,Praise,Resolved
3005,3198,Praise,Pending
3006,3199,Complaint,Pending
3007,3200,Praise,Resolved
3008,3201,Praise,Pending
3009,3202,Suggestion,Pending
3010,3203,Complaint,Pending
3011,3204,Suggestion,Resolved
3012,3205,Complaint,Pending
3013,3206,Praise,Resolved
3014,3207,Suggestion,Pending
3015,3208,Complaint,Resolved
3016,3209,Complaint,Pending
3017,3210,Suggestion,Resolved
3018,3211,Suggestion,Resolved
3019,3212,Praise,Pending
3020,3213,Praise,Resolved
3021,3214,Complaint,Pending
3022,3215,Praise,Resolved
3023,3216,Suggestion,Pending
3024,3217,Praise,Pending
3025,3218,Complaint,Pending
3026,3219,Praise,Resolved
3027,3220,Complaint,Resolved
3028,3221,Complaint,Resolved
3029,3222,Suggestion,Pending
3030,3223,Complaint,Resolved
3031,3224,Suggestion,Pending
3032,3225,Complaint,Resolved
3033,3226,Complaint,Pending
3034,3227,Suggestion,Resolved
3035,3228,Suggestion,Resolved
3036,3229,Praise,Resolved
3037,3230,Complaint,Pending
3038,3231,Suggestion,Resolved
3039,3232,Praise,Pending
3040,3233,Complaint,Pending
3041,3234,Complaint,Resolved
3042,3235,Complaint,Pending
3043,3236,Praise,Pending
3044,3237,Complaint,Resolved
3045,3238,Suggestion,Resolved
3046,3239,Praise,Resolved
3047,3241,Complaint,Resolved
3048,3242,Suggestion,Resolved
3049,3243,Praise,Pending
3050,3244,Complaint,Pending
3051,3245,Complaint,Resolved
3052,3246,Praise,Resolved
3053,3247,Suggestion,Resolved
3054,3248,Complaint,Resolved
3055,3249,Complaint,Resolved
3056,3250,Complaint,Resolved
3057,3251,Suggestion,Pending
3058,3252,Complaint,Pending
3059,3253,Praise,Resolved
3060,3254,Suggestion,Resolved
3061,3255,Complaint,Pending
3062,3256,Complaint,Resolved
3063,3257,Suggestion,Resolved
3064,3258,Praise,Resolved
3065,3259,Suggestion,Pending
3066,3260,Praise,Resolved
3067,3261,Suggestion,Resolved
3068,3262,Complaint,Pending
3069,3263,Praise,Pending
3070,3264,Complaint,Resolved
3071,3265,Complaint,Pending
3072,3266,Suggestion,Resolved
3073,3267,Suggestion,Pending
3074,3268,Complaint,Resolved
3075,3269,Complaint,Resolved
3076,3270,Suggestion,Pending
3077,3273,Suggestion,Pending
3078,3275,Suggestion,Pending
3079,3276,Praise,Resolved
3080,3277,Suggestion,Pending
3081,3278,Complaint,Pending
3082,3279,Complaint,Resolved
3083,3280,Praise,Resolved
3084,3281,Suggestion,Resolved
3085,3283,Suggestion,Pending
3086,3284,Suggestion,Resolved
3087,3286,Suggestion,Resolved
3088,3287,Suggestion,Resolved
3089,3288,Suggestion,Resolved
3090,3289,Suggestion,Resolved
3091,3290,Complaint,Resolved
3092,3292,Praise,Resolved
3093,3293,Praise,Resolved
3094,3294,Suggestion,Pending
3095,3295,Complaint,Pending
3096,3296,Praise,Pending
3097,3297,Complaint,Resolved
3098,3298,Suggestion,Pending
3099,3299,Praise,Pending
3100,3300,Suggestion,Resolved
3101,3301,Suggestion,Pending
3102,3302,Suggestion,Pending
3103,3303,Complaint,Resolved
3104,3304,Praise,Pending
3105,3305,Suggestion,Pending
3106,3306,Suggestion,Pending
3107,3307,Praise,Resolved
3108,3308,Praise,Pending
3109,3309,Suggestion,Resolved
3110,3310,Suggestion,Resolved
3111,3311,Complaint,Pending
3112,3312,Complaint,Pending
3113,3313,Suggestion,Resolved
3114,3314,Complaint,Resolved
3115,3315,Complaint,Resolved
3116,3316,Complaint,Pending
3117,3317,Praise,Pending
3118,3318,Suggestion,Pending
3119,3319,Suggestion,Pending
3120,3320,Suggestion,Resolved
3121,3321,Suggestion,Pending
3122,3322,Complaint,Pending
3123,3323,Complaint,Resolved
3124,3324,Complaint,Pending
3125,3325,Suggestion,Resolved
3126,3326,Praise,Pending
3127,3327,Complaint,Pending
3128,3328,Suggestion,Resolved
3129,3329,Suggestion,Pending
3130,3330,Suggestion,Resolved
3131,3331,Complaint,Resolved
3132,3332,Suggestion,Resolved
3133,3333,Praise,Pending
3134,3334,Suggestion,Resolved
3135,3335,Complaint,Pending
3136,3336,Praise,Resolved
3137,3337,Complaint,Pending
3138,3338,Suggestion,Resolved
3139,3339,Complaint,Pending
3140,3340,Praise,Pending
3141,3341,Complaint,Pending
3142,3342,Praise,Resolved
3143,3343,Suggestion,Resolved
3144,3344,Praise,Resolved
3145,3345,Complaint,Pending
3146,3346,Complaint,Resolved
3147,3347,Praise,Resolved
3148,3348,Praise,Resolved
3149,3349,Complaint,Resolved
3150,3350,Complaint,Pending
3151,3351,Suggestion,Pending
3152,3352,Suggestion,Pending
3153,3353,Praise,Resolved
3154,3354,Complaint,Pending
3155,3355,Praise,Resolved
3156,3356,Suggestion,Resolved
3157,3357,Praise,Resolved
3158,3358,Complaint,Resolved
3159,3359,Praise,Pending
3160,3361,Suggestion,Pending
3161,3362,Complaint,Pending
3162,3363,Praise,Pending
3163,3364,Suggestion,Pending
3164,3365,Praise,Pending
3165,3366,Suggestion,Pending
3166,3367,Suggestion,Pending
3167,3368,Suggestion,Resolved
3168,3369,Praise,Resolved
3169,3370,Complaint,Pending
3170,3371,Suggestion,Pending
3171,3372,Praise,Resolved
3172,3373,Suggestion,Pending
3173,3374,Praise,Resolved
3174,3375,Suggestion,Pending
3175,3376,Suggestion,Pending
3176,3377,Suggestion,Resolved
3177,3378,Complaint,Pending
3178,3379,Suggestion,Resolved
3179,3380,Complaint,Resolved
3180,3381,Suggestion,Resolved
3181,3382,Complaint,Pending
3182,3383,Complaint,Resolved
3183,3384,Suggestion,Pending
3184,3385,Suggestion,Resolved
3185,3386,Suggestion,Resolved
3186,3387,Complaint,Resolved
3187,3388,Suggestion,Pending
3188,3389,Praise,Resolved
3189,3390,Complaint,Resolved
3190,3391,Complaint,Pending
3191,3392,Suggestion,Pending
3192,3393,Complaint,Pending
3193,3394,Praise,Resolved
3194,3395,Praise,Resolved
3195,3396,Praise,Resolved
3196,3397,Complaint,Resolved
3197,3398,Suggestion,Pending
3198,3399,Complaint,Pending
3199,3400,Suggestion,Resolved
3200,3401,Praise,Pending
3201,3402,Praise,Pending
3202,3403,Suggestion,Resolved
3203,3404,Suggestion,Pending
3204,3405,Complaint,Resolved
3205,3406,Praise,Resolved
3206,3407,Suggestion,Pending
3207,3408,Suggestion,Pending
3208,3409,Praise,Pending
3209,3410,Suggestion,Resolved
3210,3411,Suggestion,Resolved
3211,3413,Complaint,Pending
3212,3414,Suggestion,Resolved
3213,3415,Praise,Resolved
3214,3416,Praise,Resolved
3215,3417,Praise,Pending
3216,3418,Complaint,Resolved
3217,3419,Suggestion,Resolved
3218,3420,Suggestion,Pending
3219,3421,Praise,Pending
3220,3422,Suggestion,Resolved
3221,3423,Suggestion,Pending
3222,3424,Complaint,Pending
3223,3425,Praise,Resolved
3224,3426,Suggestion,Resolved
3225,3427,Complaint,Pending
3226,3428,Suggestion,Pending
3227,3429,Praise,Pending
3228,3430,Suggestion,Resolved
3229,3431,Complaint,Pending
3230,3432,Complaint,Pending
3231,3433,Praise,Pending
3232,3434,Complaint,Resolved
3233,3435,Praise,Pending
3234,3436,Suggestion,Resolved
3235,3437,Complaint,Resolved
3236,3438,Praise,Resolved
3237,3439,Complaint,Resolved
3238,3440,Complaint,Resolved
3239,3441,Praise,Resolved
3240,3442,Complaint,Pending
3241,3443,Complaint,Resolved
3242,3444,Complaint,Pending
3243,3445,Suggestion,Pending
3244,3446,Suggestion,Pending
3245,3447,Suggestion,Pending
3246,3448,Complaint,Resolved
3247,3449,Praise,Resolved
3248,3450,Praise,Resolved
3249,3451,Praise,Pending
3250,3452,Praise,Pending
3251,3453,Suggestion,Resolved
3252,3454,Praise,Resolved
3253,3456,Complaint,Pending
3254,3457,Praise,Pending
3255,3458,Complaint,Pending
3256,3459,Complaint,Resolved
3257,3460,Praise,Pending
3258,3461,Suggestion,Pending
3259,3463,Complaint,Pending
3260,3464,Suggestion,Resolved
3261,3465,Complaint,Resolved
3262,3466,Suggestion,Resolved
3263,3468,Suggestion,Pending
3264,3469,Complaint,Pending
3265,3470,Suggestion,Pending
3266,3471,Complaint,Resolved
3267,3472,Complaint,Pending
3268,3473,Complaint,Pending
3269,3474,Complaint,Pending
3270,3475,Complaint,Pending
3271,3477,Complaint,Resolved
3272,3478,Praise,Pending
3273,3479,Complaint,Pending
3274,3480,Praise,Resolved
3275,3481,Praise,Pending
3276,3483,Suggestion,Pending
3277,3484,Praise,Pending
3278,3485,Suggestion,Pending
3279,3486,Praise,Pending
3280,3487,Complaint,Pending
3281,3488,Complaint,Resolved
3282,3489,Praise,Pending
3283,3490,Complaint,Resolved
3284,3491,Suggestion,Resolved
3285,3492,Complaint,Resolved
3286,3493,Complaint,Pending
3287,3494,Praise,Resolved
3288,3495,Complaint,Resolved
3289,3496,Complaint,Pending
3290,3497,Praise,Resolved
3291,3498,Suggestion,Resolved
3292,3499,Praise,Pending
3293,3500,Suggestion,Resolved
3294,3501,Praise,Resolved
3295,3502,Complaint,Pending
3296,3503,Complaint,Pending
3297,3504,Praise,Pending
3298,3505,Complaint,Pending
3299,3506,Suggestion,Pending
3300,3507,Complaint,Pending
3301,3508,Praise,Resolved
3302,3509,Suggestion,Resolved
3303,3511,Complaint,Pending
3304,3512,Praise,Resolved
3305,3513,Suggestion,Pending
3306,3514,Complaint,Resolved
3307,3515,Complaint,Resolved
3308,3516,Complaint,Resolved
3309,3517,Suggestion,Pending
3310,3518,Praise,Pending
3311,3519,Praise,Resolved
3312,3520,Complaint,Resolved
3313,3521,Praise,Resolved
3314,3522,Praise,Resolved
3315,3523,Complaint,Resolved
3316,3524,Suggestion,Pending
3317,3525,Praise,Resolved
3318,3526,Suggestion,Resolved
3319,3527,Suggestion,Pending
3320,3528,Praise,Pending
3321,3529,Praise,Resolved
3322,3530,Praise,Resolved
3323,3531,Praise,Pending
3324,3532,Suggestion,Resolved
3325,3533,Praise,Resolved
3326,3534,Complaint,Resolved
3327,3535,Praise,Resolved
3328,3537,Complaint,Pending
3329,3538,Praise,Pending
3330,3539,Complaint,Resolved
3331,3540,Complaint,Resolved
3332,3541,Praise,Resolved
3333,3542,Suggestion,Resolved
3334,3543,Complaint,Pending
3335,3544,Suggestion,Pending
3336,3545,Complaint,Pending
3337,3546,Complaint,Pending
3338,3547,Complaint,Pending
3339,3548,Praise,Resolved
3340,3549,Complaint,Resolved
3341,3550,Praise,Pending
3342,3551,Complaint,Resolved
3343,3552,Complaint,Pending
3344,3553,Complaint,Resolved
3345,3554,Praise,Resolved
3346,3555,Praise,Pending
3347,3556,Complaint,Resolved
3348,3557,Suggestion,Pending
3349,3558,Praise,Pending
3350,3559,Complaint,Resolved
3351,3560,Praise,Resolved
3352,3561,Suggestion,Resolved
3353,3562,Praise,Resolved
3354,3563,Praise,Resolved
3355,3564,Complaint,Pending
3356,3566,Suggestion,Pending
3357,3567,Suggestion,Resolved
3358,3568,Complaint,Resolved
3359,3569,Suggestion,Resolved
3360,3570,Praise,Resolved
3361,3571,Complaint,Pending
3362,3572,Praise,Pending
3363,3573,Praise,Resolved
3364,3574,Complaint,Resolved
3365,3576,Complaint,Resolved
3366,3577,Praise,Pending
3367,3578,Praise,Resolved
3368,3579,Suggestion,Pending
3369,3581,Complaint,Resolved
3370,3582,Suggestion,Resolved
3371,3583,Complaint,Resolved
3372,3584,Suggestion,Resolved
3373,3585,Complaint,Resolved
3374,3587,Suggestion,Pending
3375,3588,Complaint,Resolved
3376,3589,Praise,Pending
3377,3590,Suggestion,Pending
3378,3591,Praise,Resolved
3379,3592,Praise,Pending
3380,3594,Suggestion,Pending
3381,3595,Complaint,Pending
3382,3596,Praise,Resolved
3383,3597,Suggestion,Resolved
3384,3598,Praise,Pending
3385,3599,Praise,Resolved
3386,3600,Praise,Pending
3387,3601,Praise,Pending
3388,3602,Praise,Resolved
3389,3603,Complaint,Resolved
3390,3604,Suggestion,Pending
3391,3605,Complaint,Pending
3392,3606,Suggestion,Resolved
3393,3607,Complaint,Pending
3394,3608,Suggestion,Resolved
3395,3610,Praise,Pending
3396,3611,Suggestion,Resolved
3397,3612,Suggestion,Pending
3398,3613,Suggestion,Resolved
3399,3614,Praise,Resolved
3400,3615,Suggestion,Resolved
3401,3616,Suggestion,Pending
3402,3617,Suggestion,Resolved
3403,3618,Complaint,Pending
3404,3619,Praise,Resolved
3405,3620,Complaint,Resolved
3406,3621,Complaint,Pending
3407,3622,Suggestion,Resolved
3408,3623,Suggestion,Resolved
3409,3624,Complaint,Resolved
3410,3625,Praise,Resolved
3411,3626,Complaint,Pending
3412,3627,Praise,Pending
3413,3628,Suggestion,Pending
3414,3629,Suggestion,Resolved
3415,3630,Complaint,Resolved
3416,3631,Praise,Pending
3417,3633,Praise,Pending
3418,3634,Praise,Resolved
3419,3635,Praise,Resolved
3420,3636,Complaint,Resolved
3421,3637,Complaint,Resolved
3422,3638,Complaint,Pending
3423,3639,Praise,Resolved
3424,3641,Suggestion,Resolved
3425,3642,Praise,Resolved
3426,3643,Praise,Pending
3427,3644,Complaint,Pending
3428,3645,Complaint,Pending
3429,3646,Suggestion,Pending
3430,3647,Praise,Pending
3431,3649,Complaint,Pending
3432,3650,Complaint,Resolved
3433,3651,Complaint,Pending
3434,3653,Praise,Pending
3435,3654,Suggestion,Resolved
3436,3655,Complaint,Pending
3437,3656,Suggestion,Resolved
3438,3657,Suggestion,Pending
3439,3658,Suggestion,Resolved
3440,3659,Suggestion,Resolved
3441,3660,Praise,Pending
3442,3661,Praise,Pending
3443,3662,Complaint,Pending
3444,3663,Complaint,Pending
3445,3664,Suggestion,Pending
3446,3665,Suggestion,Pending
3447,3666,Suggestion,Pending
3448,3668,Suggestion,Resolved
3449,3669,Suggestion,Pending
3450,3670,Praise,Pending
3451,3671,Complaint,Resolved
3452,3672,Suggestion,Pending
3453,3673,Praise,Pending
3454,3674,Praise,Pending
3455,3676,Complaint,Pending
3456,3677,Complaint,Pending
3457,3678,Praise,Resolved
3458,3680,Suggestion,Resolved
3459,3681,Suggestion,Pending
3460,3682,Suggestion,Pending
3461,3683,Praise,Pending
3462,3684,Suggestion,Pending
3463,3685,Praise,Pending
3464,3686,Suggestion,Pending
3465,3687,Suggestion,Resolved
3466,3688,Suggestion,Pending
3467,3689,Praise,Pending
3468,3690,Complaint,Resolved
3469,3691,Praise,Pending
3470,3692,Praise,Resolved
3471,3693,Suggestion,Pending
3472,3694,Complaint,Resolved
3473,3695,Praise,Resolved
3474,3696,Praise,Resolved
3475,3697,Praise,Resolved
3476,3698,Praise,Pending
3477,3699,Suggestion,Pending
3478,3700,Complaint,Resolved
3479,3702,Suggestion,Pending
3480,3703,Complaint,Resolved
3481,3704,Complaint,Pending
3482,3705,Complaint,Resolved
3483,3706,Complaint,Resolved
3484,3707,Complaint,Resolved
3485,3708,Complaint,Pending
3486,3709,Praise,Pending
3487,3710,Complaint,Resolved
3488,3711,Praise,Pending
3489,3712,Suggestion,Pending
3490,3713,Praise,Resolved
3491,3714,Praise,Pending
3492,3715,Praise,Resolved
3493,3716,Complaint,Pending
3494,3717,Suggestion,Pending
3495,3718,Suggestion,Pending
3496,3719,Suggestion,Pending
3497,3720,Suggestion,Resolved
3498,3721,Suggestion,Resolved
3499,3723,Praise,Resolved
3500,3724,Suggestion,Resolved
3501,3725,Complaint,Resolved
3502,3726,Complaint,Resolved
3503,3727,Praise,Pending
3504,3728,Suggestion,Pending
3505,3729,Suggestion,Pending
3506,3730,Suggestion,Resolved
3507,3731,Complaint,Resolved
3508,3732,Praise,Resolved
3509,3733,Complaint,Pending
3510,3734,Complaint,Pending
3511,3735,Complaint,Pending
3512,3736,Praise,Resolved
3513,3737,Complaint,Resolved
3514,3738,Praise,Pending
3515,3739,Complaint,Resolved
3516,3740,Praise,Pending
3517,3741,Suggestion,Resolved
3518,3742,Suggestion,Resolved
3519,3743,Suggestion,Resolved
3520,3744,Complaint,Pending
3521,3745,Suggestion,Pending
3522,3746,Praise,Resolved
3523,3747,Complaint,Resolved
3524,3748,Complaint,Resolved
3525,3749,Praise,Resolved
3526,3750,Suggestion,Pending
3527,3751,Praise,Resolved
3528,3753,Suggestion,Pending
3529,3754,Praise,Resolved
3530,3755,Complaint,Resolved
3531,3756,Praise,Resolved
3532,3758,Praise,Pending
3533,3759,Praise,Resolved
3534,3760,Praise,Resolved
3535,3761,Suggestion,Pending
3536,3762,Complaint,Resolved
3537,3763,Praise,Resolved
3538,3764,Complaint,Pending
3539,3765,Complaint,Pending
3540,3766,Praise,Pending
3541,3767,Praise,Pending
3542,3769,Complaint,Resolved
3543,3770,Complaint,Pending
3544,3771,Complaint,Pending
3545,3772,Praise,Resolved
3546,3773,Praise,Pending
3547,3774,Praise,Resolved
3548,3775,Suggestion,Pending
3549,3776,Praise,Resolved
3550,3777,Praise,Pending
3551,3778,Praise,Pending
3552,3779,Complaint,Resolved
3553,3780,Suggestion,Pending
3554,3781,Suggestion,Resolved
3555,3782,Complaint,Pending
3556,3783,Complaint,Resolved
3557,3784,Praise,Pending
3558,3785,Suggestion,Resolved
3559,3786,Suggestion,Pending
3560,3787,Praise,Pending
3561,3788,Suggestion,Pending
3562,3789,Complaint,Resolved
3563,3790,Suggestion,Pending
3564,3791,Complaint,Pending
3565,3792,Suggestion,Pending
3566,3793,Suggestion,Resolved
3567,3794,Suggestion,Pending
3568,3795,Complaint,Pending
3569,3796,Suggestion,Pending
3570,3797,Suggestion,Resolved
3571,3798,Complaint,Resolved
3572,3799,Praise,Resolved
3573,3801,Complaint,Resolved
3574,3802,Suggestion,Pending
3575,3803,Praise,Pending
3576,3804,Complaint,Pending
3577,3805,Praise,Pending
3578,3806,Complaint,Resolved
3579,3807,Suggestion,Resolved
3580,3808,Praise,Pending
3581,3809,Suggestion,Resolved
3582,3810,Complaint,Pending
3583,3811,Suggestion,Resolved
3584,3812,Praise,Resolved
3585,3813,Complaint,Resolved
3586,3814,Praise,Resolved
3587,3815,Complaint,Resolved
3588,3816,Complaint,Pending
3589,3817,Suggestion,Resolved
3590,3818,Praise,Resolved
3591,3819,Suggestion,Resolved
3592,3820,Complaint,Resolved
3593,3822,Suggestion,Pending
3594,3823,Complaint,Resolved
3595,3825,Suggestion,Resolved
3596,3826,Complaint,Resolved
3597,3827,Suggestion,Pending
3598,3828,Complaint,Pending
3599,3829,Praise,Resolved
3600,3830,Complaint,Resolved
3601,3831,Praise,Pending
3602,3832,Praise,Pending
3603,3833,Complaint,Pending
3604,3834,Suggestion,Pending
3605,3835,Suggestion,Resolved
3606,3836,Suggestion,Resolved
3607,3837,Suggestion,Pending
3608,3838,Praise,Resolved
3609,3839,Complaint,Resolved
3610,3840,Complaint,Pending
3611,3841,Complaint,Resolved
3612,3842,Suggestion,Pending
3613,3843,Praise,Pending
3614,3844,Suggestion,Pending
3615,3845,Complaint,Pending
3616,3846,Complaint,Resolved
3617,3847,Suggestion,Resolved
3618,3848,Complaint,Pending
3619,3849,Praise,Resolved
3620,3850,Praise,Resolved
3621,3851,Suggestion,Pending
3622,3852,Complaint,Pending
3623,3853,Suggestion,Pending
3624,3854,Praise,Resolved
3625,3855,Complaint,Pending
3626,3856,Praise,Pending
3627,3857,Suggestion,Resolved
3628,3858,Complaint,Resolved
3629,3859,Praise,Resolved
3630,3861,Suggestion,Resolved
3631,3862,Praise,Resolved
3632,3863,Praise,Pending
3633,3864,Complaint,Pending
3634,3865,Praise,Resolved
3635,3866,Praise,Resolved
3636,3867,Complaint,Resolved
3637,3868,Suggestion,Pending
3638,3869,Praise,Pending
3639,3870,Complaint,Pending
3640,3871,Praise,Pending
3641,3872,Complaint,Pending
3642,3874,Praise,Resolved
3643,3875,Complaint,Resolved
3644,3876,Suggestion,Pending
3645,3877,Suggestion,Resolved
3646,3878,Suggestion,Pending
3647,3879,Complaint,Pending
3648,3881,Praise,Resolved
3649,3882,Complaint,Resolved
3650,3883,Praise,Pending
3651,3884,Praise,Resolved
3652,3885,Praise,Resolved
3653,3886,Suggestion,Pending
3654,3887,Praise,Pending
3655,3888,Praise,Resolved
3656,3889,Praise,Resolved
3657,3890,Suggestion,Pending
3658,3891,Suggestion,Resolved
3659,3892,Complaint,Pending
3660,3893,Suggestion,Pending
3661,3894,Praise,Pending
3662,3895,Praise,Resolved
3663,3896,Praise,Pending
3664,3897,Suggestion,Resolved
3665,3898,Suggestion,Pending
3666,3900,Complaint,Pending
3667,3901,Suggestion,Resolved
3668,3902,Suggestion,Pending
3669,3903,Complaint,Resolved
3670,3904,Suggestion,Pending
3671,3905,Suggestion,Pending
3672,3906,Praise,Resolved
3673,3907,Praise,Resolved
3674,3908,Praise,Resolved
3675,3910,Suggestion,Resolved
3676,3911,Complaint,Pending
3677,3912,Praise,Resolved
3678,3913,Praise,Pending
3679,3914,Praise,Pending
3680,3915,Praise,Pending
3681,3916,Suggestion,Resolved
3682,3917,Complaint,Resolved
3683,3918,Suggestion,Pending
3684,3919,Praise,Pending
3685,3920,Praise,Resolved
3686,3921,Praise,Pending
3687,3922,Complaint,Resolved
3688,3923,Suggestion,Pending
3689,3924,Complaint,Pending
3690,3925,Suggestion,Pending
3691,3926,Suggestion,Pending
3692,3927,Praise,Pending
3693,3928,Complaint,Pending
3694,3929,Suggestion,Resolved
3695,3930,Complaint,Resolved
3696,3931,Praise,Pending
3697,3932,Suggestion,Pending
3698,3933,Complaint,Resolved
3699,3934,Suggestion,Resolved
3700,3935,Praise,Pending
3701,3936,Praise,Resolved
3702,3937,Complaint,Pending
3703,3938,Suggestion,Resolved
3704,3939,Suggestion,Pending
3705,3940,Complaint,Resolved
3706,3941,Complaint,Resolved
3707,3942,Praise,Resolved
3708,3943,Praise,Pending
3709,3944,Suggestion,Resolved
3710,3945,Suggestion,Pending
3711,3946,Suggestion,Pending
3712,3948,Suggestion,Pending
3713,3949,Suggestion,Pending
3714,3950,Praise,Pending
3715,3951,Praise,Resolved
3716,3952,Complaint,Pending
3717,3953,Suggestion,Pending
3718,3954,Suggestion,Resolved
3719,3955,Complaint,Pending
3720,3956,Praise,Resolved
3721,3957,Suggestion,Resolved
3722,3958,Suggestion,Pending
3723,3959,Praise,Resolved
3724,3960,Complaint,Resolved
