LoanSK,Loan ID,Loan Amount,Loan Type,Interest Rate,Loan Term,Loan Status
3523,3747,48360.02,Mortgage,2.46,24,Closed
3524,3748,15874.51,Personal,6.79,12,Approved
3525,3749,17706.14,Auto,7,12,Rejected
3526,3750,35647.27,Mortgage,1.58,36,Approved
3527,3751,7295.29,Mortgage,2.71,48,Rejected
3528,3753,35099.83,Personal,8.52,60,Rejected
3529,3754,2506.93,Auto,7.59,60,Rejected
3530,3755,16239.03,Personal,8.86,24,Rejected
3531,3756,1404.53,Mortgage,8.66,48,Approved
3532,3758,30605.67,Auto,6.6,12,Approved
3533,3759,23379.03,Personal,9.29,48,Approved
3534,3760,8645.27,Personal,7.67,24,Approved
3535,3761,4823.25,Auto,4.22,36,Rejected
3536,3762,3759.9,Mortgage,4.15,36,Approved
3537,3763,5182.55,Mortgage,4.3,48,Closed
3538,3764,5707.76,Personal,5.46,48,Rejected
3539,3765,5229.32,Personal,4.26,60,Approved
3540,3766,3698.93,Personal,2.69,48,Closed
3541,3767,35154.51,Personal,6.35,60,Closed
3542,3769,42942.97,Mortgage,5.43,36,Approved
3543,3770,14026.82,Mortgage,2.97,36,Rejected
3544,3771,11009.69,Personal,8.32,12,Approved
3545,3772,3347.69,Auto,7.8,48,Rejected
3546,3773,8645.65,Auto,7.3,36,Rejected
3547,3774,28820.79,Personal,7.07,60,Approved
3548,3775,49908.12,Personal,8.04,60,Closed
3549,3776,43092.69,Mortgage,8.47,24,Closed
3550,3777,26231.15,Personal,9.08,24,Closed
3551,3778,21749.29,Personal,6.49,12,Approved
3552,3779,8243.47,Mortgage,4.54,60,Rejected
3553,3780,21510.97,Mortgage,1.81,24,Closed
3554,3781,30148.05,Auto,7.5,48,Approved
3555,3782,30178.25,Mortgage,2.27,48,Closed
3556,3783,28319.78,Personal,8.82,48,Closed
3557,3784,41376.92,Auto,4.65,48,Closed
3558,3785,25994.11,Personal,8.89,24,Approved
3559,3786,24169.63,Mortgage,5.67,12,Rejected
3560,3787,15982.92,Auto,5.08,24,Closed
3561,3788,9831.84,Auto,4.27,48,Approved
3562,3789,1068.79,Auto,1.55,36,Closed
3563,3790,16782.82,Mortgage,1.1,48,Rejected
3564,3791,32020.96,Mortgage,5.58,12,Rejected
3565,3792,28385.98,Mortgage,9.11,60,Approved
3566,3793,26995.31,Auto,6.27,60,Approved
3567,3794,38846.46,Mortgage,8.76,48,Closed
3568,3795,12409.49,Mortgage,10,12,Closed
3569,3796,34248.36,Personal,2.61,24,Approved
3570,3797,30751.08,Mortgage,6.94,12,Closed
3571,3798,17610.58,Mortgage,4.75,48,Approved
3572,3799,11708.64,Mortgage,2.88,24,Approved
3573,3801,47312.26,Personal,3.2,48,Approved
3574,3802,4741.19,Mortgage,7.57,60,Rejected
3575,3803,47696.26,Mortgage,4.2,48,Closed
3576,3804,23773.15,Mortgage,3.3,24,Closed
3577,3805,35792.13,Mortgage,8.97,12,Closed
3578,3806,40357.03,Auto,1.31,60,Rejected
3579,3807,8424.23,Mortgage,7.62,24,Approved
3580,3808,3202.94,Personal,9.65,60,Approved
3581,3809,7296.09,Auto,6.63,36,Closed
3582,3810,17706.69,Mortgage,5.93,24,Approved
3583,3811,47871.16,Personal,1.55,24,Rejected
3584,3812,3096,Mortgage,5.53,12,Closed
3585,3813,46070.11,Auto,4.25,12,Rejected
3586,3814,28503.44,Auto,8,48,Approved
3587,3815,6014.71,Personal,8.31,12,Rejected
3588,3816,8484.68,Personal,2.51,48,Approved
3589,3817,34777.23,Auto,5.7,12,Rejected
3590,3818,30814.22,Mortgage,8.74,12,Rejected
3591,3819,9205.37,Auto,6.62,48,Closed
3592,3820,45312.22,Mortgage,5.33,36,Approved
3593,3822,26067.11,Auto,9.7,48,Closed
3594,3823,26886.42,Mortgage,3.12,36,Closed
3595,3825,2085.36,Auto,8.78,48,Rejected
3596,3826,7686.13,Auto,3.19,36,Approved
3597,3827,9363.26,Mortgage,8.63,36,Closed
3598,3828,4081.19,Mortgage,3.71,24,Rejected
3599,3829,31942.68,Personal,1.17,12,Rejected
3600,3830,12250.39,Mortgage,4.8,60,Rejected
3601,3831,29256.82,Auto,1.36,36,Closed
3602,3832,39348,Auto,2.87,48,Approved
3603,3833,21017.9,Mortgage,5.31,12,Rejected
3604,3834,38673.66,Mortgage,1.35,60,Approved
3605,3835,39115.56,Mortgage,1.3,60,Approved
3606,3836,13907.73,Personal,2.4,60,Rejected
3607,3837,1771.49,Auto,5.16,36,Closed
3608,3838,6060.81,Auto,9.77,24,Closed
3609,3839,41352.66,Mortgage,1.84,60,Closed
3610,3840,20860.06,Personal,6.6,60,Rejected
3611,3841,42115.7,Personal,5.47,48,Approved
3612,3842,27828.2,Mortgage,1.54,60,Closed
3613,3843,10672.37,Auto,1.31,12,Approved
3614,3844,35899.63,Personal,3,24,Rejected
3615,3845,28351.13,Mortgage,7.16,24,Approved
3616,3846,18238.46,Auto,9.66,60,Rejected
3617,3847,5298.13,Auto,6,36,Approved
3618,3848,6012.62,Mortgage,1.41,36,Rejected
3619,3849,10237.07,Auto,3.32,60,Approved
3620,3850,33973.62,Personal,9.48,60,Rejected
3621,3851,36670.6,Auto,1.11,36,Approved
3622,3852,31914.88,Personal,6.42,60,Closed
3623,3853,17526.15,Personal,2.61,48,Rejected
3624,3854,22583.03,Mortgage,1.6,48,Closed
3625,3855,35768.43,Mortgage,3.29,60,Rejected
3626,3856,33332.9,Auto,9.43,36,Rejected
3627,3857,38877.66,Personal,7.86,48,Closed
3628,3858,12815.74,Personal,2.54,36,Approved
3629,3859,1219.96,Personal,1.59,60,Approved
3630,3861,18046.68,Personal,1.47,60,Approved
3631,3862,48065.16,Auto,4.64,48,Approved
3632,3863,11668.88,Personal,8.2,24,Approved
3633,3864,41493.81,Mortgage,5.51,24,Closed
3634,3865,31503.06,Mortgage,9.07,24,Rejected
3635,3866,9209.3,Personal,8.12,48,Rejected
3636,3867,20771.74,Auto,6,36,Closed
3637,3868,25997.77,Mortgage,8.11,24,Approved
3638,3869,17863.36,Auto,1.85,24,Approved
3639,3870,12081.36,Mortgage,2.81,12,Closed
3640,3871,13389.7,Personal,7.3,60,Rejected
3641,3872,29675.08,Mortgage,1.05,24,Closed
3642,3874,23979.59,Personal,4.42,36,Rejected
3643,3875,47145.06,Personal,8.8,60,Closed
3644,3876,36699.75,Mortgage,9.83,48,Approved
3645,3877,44696.14,Auto,6.85,48,Closed
3646,3878,24307.51,Mortgage,9.55,12,Closed
3647,3879,1729.26,Auto,8.63,36,Closed
3648,3881,41094.71,Auto,4.64,60,Closed
3649,3882,27290.22,Personal,6.61,36,Rejected
3650,3883,28827.15,Mortgage,2.36,12,Rejected
3651,3884,48773.57,Auto,3.82,60,Closed
3652,3885,18940.97,Auto,7.81,36,Rejected
3653,3886,40291.77,Auto,4.1,36,Approved
3654,3887,25748.64,Mortgage,9.33,24,Closed
3655,3888,23721.84,Auto,4.66,24,Rejected
3656,3889,8133.28,Personal,2.98,12,Closed
3657,3890,37671.36,Mortgage,2.89,24,Closed
3658,3891,41341.43,Personal,7.18,36,Approved
3659,3892,22112.99,Personal,4.31,24,Rejected
3660,3893,38413,Mortgage,3.14,36,Rejected
3661,3894,29474.92,Personal,7.24,60,Closed
3662,3895,13620.16,Auto,4.79,24,Approved
3663,3896,46262.06,Personal,8.61,12,Approved
3664,3897,35141.8,Auto,5.94,48,Approved
3665,3898,44038.4,Mortgage,9.75,36,Closed
3666,3900,45901.8,Personal,3.54,36,Rejected
3667,3901,18868.68,Auto,6.8,36,Approved
3668,3902,1467.06,Personal,7.38,60,Approved
3669,3903,4676.39,Auto,1.15,36,Rejected
3670,3904,5377.59,Personal,7.02,48,Rejected
3671,3905,11150.03,Mortgage,2.63,48,Rejected
3672,3906,10139.58,Auto,9.63,48,Rejected
3673,3907,3836.81,Personal,6.18,12,Approved
3674,3908,44874.23,Personal,2.14,60,Approved
3675,3910,38378.34,Personal,8.92,12,Rejected
3676,3911,24477.54,Personal,8.66,48,Approved
3677,3912,21832.26,Auto,4.91,12,Approved
3678,3913,21842.86,Auto,1.79,36,Closed
3679,3914,13826.6,Mortgage,4.51,24,Rejected
3680,3915,30804.62,Mortgage,7.84,36,Approved
3681,3916,3894.9,Auto,6.95,12,Approved
3682,3917,33280.41,Personal,8.79,60,Rejected
3683,3918,26179.02,Auto,7.76,36,Rejected
3684,3919,41009.49,Personal,3.97,12,Rejected
3685,3920,48664.35,Mortgage,4.07,60,Closed
3686,3921,43953.9,Auto,6.83,48,Closed
3687,3922,36276.28,Auto,3.79,24,Closed
3688,3923,22206.39,Mortgage,8.81,12,Closed
3689,3924,11511.69,Auto,3.95,36,Rejected
3690,3925,33578.79,Auto,5.4,24,Closed
3691,3926,10878.36,Auto,1.39,48,Rejected
3692,3927,1992.69,Auto,2.06,48,Rejected
3693,3928,29088.42,Mortgage,2.19,24,Approved
3694,3929,20312.39,Personal,4.1,12,Approved
3695,3930,43924.91,Mortgage,2.05,12,Rejected
3696,3931,32643.22,Mortgage,5.11,60,Closed
3697,3932,32715.26,Auto,3.42,60,Closed
3698,3933,39606.76,Mortgage,3.45,12,Rejected
3699,3934,17446.95,Auto,5.01,36,Closed
3700,3935,47950.43,Auto,8.68,48,Closed
3701,3936,11844.75,Personal,7.86,60,Closed
3702,3937,43712.31,Mortgage,8.95,24,Closed
3703,3938,45631.21,Mortgage,9.91,24,Closed
3704,3939,2912.98,Auto,1.1,12,Approved
3705,3940,31959.28,Auto,7.23,24,Rejected
3706,3941,37721.62,Personal,2.08,24,Approved
3707,3942,47737.69,Auto,9.43,12,Closed
3708,3943,13317.57,Personal,3.04,36,Closed
3709,3944,28530.66,Auto,4.15,12,Rejected
3710,3945,38882.76,Auto,9.81,48,Approved
3711,3946,8269.42,Auto,8.8,60,Rejected
3712,3948,20778.26,Mortgage,1.42,36,Approved
3713,3949,32347.79,Personal,8.37,24,Closed
3714,3950,3059.87,Mortgage,1.63,60,Closed
3715,3951,11923.87,Mortgage,8.67,60,Closed
3716,3952,24431.06,Personal,9.32,36,Approved
3717,3953,15171.27,Auto,1.21,48,Rejected
3718,3954,47934.32,Auto,2.98,48,Approved
3719,3955,39951.69,Auto,1.21,24,Approved
3720,3956,43379.12,Personal,1.66,24,Rejected
3721,3957,23849.58,Mortgage,5.81,48,Approved
3722,3958,24208.46,Mortgage,7.57,60,Rejected
3723,3959,40454.26,Mortgage,5.32,48,Closed
3724,3960,19989.1,Mortgage,4.47,36,Rejected
3725,3961,24561.62,Personal,2.86,12,Closed
3726,3962,26900.9,Mortgage,3.13,12,Approved
3727,3963,30750.73,Personal,6.24,12,Approved
3728,3965,34356.84,Personal,4.64,48,Closed
3729,3966,22756.45,Mortgage,9.46,36,Approved
3730,3967,15462.2,Mortgage,1.47,36,Closed
3731,3968,46087.55,Mortgage,8.46,24,Rejected
3732,3969,41509.36,Personal,4.05,60,Closed
3733,3970,1168.43,Personal,8.82,36,Rejected
3734,3971,26133.25,Mortgage,9.27,24,Rejected
3735,3972,14455.55,Auto,7.3,60,Approved
3736,3973,32493.72,Personal,4.2,36,Approved
3737,3975,2037.16,Personal,5.97,36,Closed
3738,3976,36660.85,Auto,5.16,60,Approved
3739,3977,14493.95,Mortgage,8.12,24,Closed
3740,3978,13751.59,Personal,7.94,60,Rejected
3741,3979,2564.38,Personal,1.11,12,Closed
3742,3980,41588.47,Auto,2.36,36,Rejected
3743,3981,29363.14,Mortgage,4.27,12,Rejected
3744,3982,24757.29,Personal,7.05,48,Approved
3745,3983,34114.83,Mortgage,3.07,24,Approved
3746,3984,17923.13,Personal,3.91,48,Closed
3747,3985,28904.25,Auto,5.16,60,Approved
3748,3986,13214.4,Mortgage,6.31,36,Rejected
3749,3987,4084.8,Auto,9.12,24,Closed
3750,3988,28505.82,Mortgage,8.24,12,Closed
3751,3989,11838.39,Personal,4.23,12,Rejected
3752,3990,37752.07,Personal,7.91,60,Approved
3753,3991,23140.31,Auto,8.49,12,Closed
3754,3992,13269.53,Mortgage,5.7,60,Closed
3755,3993,30808.95,Auto,3.66,24,Closed
3756,3994,6714.42,Mortgage,9.49,48,Approved
3757,3995,38309.77,Personal,9.66,36,Closed
3758,3996,23156.72,Personal,3.02,48,Rejected
3759,3997,40819.64,Personal,8.07,48,Approved
3760,3998,7766.72,Mortgage,1.38,36,Rejected
3761,3999,19744.57,Personal,1.02,24,Closed
3762,4000,9821.45,Personal,4.16,60,Approved
3763,4001,3998.58,Mortgage,5.16,12,Closed
3764,4002,47812.03,Personal,5.92,36,Rejected
3765,4003,36605.78,Mortgage,4.4,48,Closed
3766,4004,16954.66,Personal,2.16,36,Approved
3767,4005,13061.37,Mortgage,4.1,24,Closed
3768,4006,11011.77,Auto,8.4,36,Rejected
3769,4007,3107.51,Mortgage,4.02,12,Approved
3770,4008,6030.8,Mortgage,6.33,48,Approved
3771,4009,6042.45,Personal,7.13,12,Approved
3772,4010,33646.98,Personal,7.59,12,Closed
3773,4011,30140.67,Personal,5.39,12,Rejected
3774,4012,28841.48,Personal,2.13,12,Closed
3775,4013,36988.69,Auto,9.1,36,Approved
3776,4014,13307.44,Personal,3.34,36,Approved
3777,4015,17781.28,Auto,4.05,48,Closed
3778,4016,7208.38,Personal,7.96,60,Rejected
3779,4017,29797.83,Mortgage,7.87,60,Rejected
3780,4018,46712.37,Mortgage,9.07,12,Approved
3781,4019,43293.75,Mortgage,1.3,24,Rejected
3782,4020,28194.94,Personal,8.87,12,Closed
3783,4021,32585.78,Auto,8.13,24,Approved
3784,4022,49623.14,Mortgage,5.73,24,Closed
3785,4023,26350.38,Mortgage,2.44,12,Approved
3786,4024,43658.82,Auto,5.9,48,Approved
3787,4025,25532.21,Auto,2.75,24,Closed
3788,4026,3345.55,Auto,9.68,12,Approved
3789,4027,46798.41,Mortgage,7.38,12,Rejected
3790,4028,6482.13,Auto,6.37,12,Approved
3791,4029,35505.21,Personal,8.32,24,Rejected
3792,4030,12659.99,Personal,5.79,36,Approved
3793,4031,45150.8,Personal,1.54,24,Rejected
3794,4032,10823.95,Personal,3.33,36,Rejected
3795,4033,7863.64,Personal,9.84,36,Closed
3796,4034,22496.93,Personal,8.66,48,Rejected
3797,4035,25337.36,Personal,9.35,60,Approved
3798,4037,38357.74,Personal,3.23,12,Approved
3799,4038,17085.17,Auto,1.57,24,Approved
3800,4039,19862.54,Mortgage,8.4,60,Closed
3801,4040,29256.85,Mortgage,2.57,48,Closed
3802,4041,28027.23,Personal,4.69,12,Approved
3803,4042,43240.28,Personal,3.43,24,Approved
3804,4043,24151.22,Mortgage,9.37,48,Rejected
3805,4044,44781.94,Personal,6.48,60,Rejected
3806,4045,11048.51,Auto,8.2,24,Closed
3807,4046,43513.66,Mortgage,6.42,48,Rejected
3808,4047,15910.34,Personal,6.51,60,Approved
3809,4048,39673.63,Personal,4.45,12,Rejected
3810,4049,28703.98,Personal,3.15,60,Approved
3811,4050,43902.53,Mortgage,4.14,24,Rejected
3812,4051,12331.43,Auto,3.65,12,Approved
3813,4052,35373.45,Auto,7.22,36,Closed
3814,4053,42599.03,Mortgage,4.8,24,Approved
3815,4054,39057.83,Mortgage,5.95,36,Approved
3816,4055,28733.97,Personal,7.94,60,Closed
3817,4056,34094.56,Auto,3.4,48,Approved
3818,4057,10629.34,Personal,4.81,12,Closed
3819,4060,41572.67,Mortgage,2.37,60,Approved
3820,4061,9204.54,Auto,1.57,60,Closed
3821,4062,15647.21,Mortgage,7.77,48,Rejected
3822,4063,46101.28,Personal,3.7,48,Rejected
3823,4064,38006.53,Auto,4.8,24,Closed
3824,4065,36923.16,Auto,7.05,12,Closed
3825,4066,23301.93,Auto,9.7,24,Approved
3826,4067,35415.72,Mortgage,8.3,36,Closed
3827,4068,28720.66,Personal,1.52,60,Closed
3828,4069,4501.77,Personal,3.75,36,Approved
3829,4070,29249.78,Auto,1.44,36,Rejected
3830,4071,23160.12,Personal,1.56,12,Approved
3831,4072,6584.18,Mortgage,2.15,36,Approved
3832,4074,44845.07,Mortgage,3.08,48,Rejected
3833,4075,40381.42,Mortgage,4.17,24,Approved
3834,4077,36136.91,Auto,8.18,12,Closed
3835,4079,7822.64,Auto,6.94,24,Approved
3836,4080,6253.27,Auto,4.35,60,Closed
3837,4081,13090.92,Mortgage,4.47,60,Approved
3838,4082,16395.66,Personal,7.08,36,Rejected
3839,4083,30744.74,Personal,4.46,24,Approved
3840,4084,43988.14,Auto,5.94,24,Rejected
3841,4086,34435.48,Auto,5.85,36,Closed
3842,4087,29121.78,Auto,7.68,60,Rejected
3843,4088,12975.04,Mortgage,9,24,Rejected
3844,4089,46959.28,Auto,2.33,12,Closed
3845,4090,33884.53,Mortgage,4.7,60,Closed
3846,4091,27139.4,Personal,5.38,48,Rejected
3847,4092,6093.86,Mortgage,9.14,60,Closed
3848,4093,41468.28,Personal,3.32,24,Approved
3849,4094,18100.63,Mortgage,2.49,36,Approved
3850,4095,45128.75,Personal,2.27,24,Rejected
3851,4096,9252.33,Auto,2.39,36,Closed
3852,4098,22301.68,Personal,6.58,48,Closed
3853,4099,4836.86,Mortgage,4.79,48,Approved
3854,4100,4028.35,Auto,8.8,36,Approved
3855,4101,35972.88,Personal,3.68,48,Rejected
3856,4102,13611.41,Auto,9.35,12,Closed
3857,4103,32303.68,Mortgage,7.83,12,Closed
3858,4104,28970.8,Auto,1.19,48,Rejected
3859,4105,7896.88,Personal,5.16,60,Closed
3860,4106,19903.17,Auto,8.58,48,Closed
3861,4107,4237.13,Auto,4.57,36,Approved
3862,4108,21661.99,Personal,9.88,48,Approved
3863,4109,9935.74,Personal,8.62,48,Closed
3864,4110,5719.16,Auto,7.78,36,Closed
3865,4111,16532.28,Mortgage,2.22,12,Closed
3866,4112,1167.54,Auto,1.97,60,Approved
3867,4113,38130.68,Auto,6.77,24,Approved
3868,4114,8751,Personal,6.95,60,Approved
3869,4115,31666,Personal,2.33,24,Rejected
3870,4116,41796.53,Personal,8.69,48,Rejected
3871,4118,28321.16,Auto,4.75,48,Closed
3872,4119,39625.91,Personal,6.47,24,Approved
3873,4120,23283.81,Personal,5.6,12,Closed
3874,4121,25018.86,Mortgage,1.32,24,Rejected
3875,4123,33836.71,Mortgage,8.02,24,Closed
3876,4124,33825.95,Mortgage,5.39,12,Approved
3877,4125,39483.52,Auto,6.5,60,Closed
3878,4126,31230.26,Mortgage,6.52,48,Rejected
3879,4127,44249.07,Mortgage,4.42,24,Closed
3880,4128,35752.57,Mortgage,1.26,24,Rejected
3881,4129,46518.68,Auto,8.08,60,Approved
3882,4130,37771.4,Auto,5.22,12,Approved
3883,4131,37196.51,Auto,2.25,36,Approved
3884,4132,43159.46,Mortgage,1.19,36,Approved
3885,4133,33134.7,Auto,1.16,36,Approved
3886,4134,9799.19,Auto,1.3,48,Closed
3887,4136,16475.48,Auto,3.08,36,Approved
3888,4137,40905.3,Auto,3.22,60,Approved
3889,4138,2063.68,Auto,6.69,36,Rejected
3890,4139,8351.94,Mortgage,3.17,24,Closed
3891,4140,6199.67,Auto,7.07,60,Rejected
3892,4141,2821.57,Personal,8.41,24,Closed
3893,4142,40703.91,Auto,4.46,48,Rejected
3894,4143,14699.71,Mortgage,7.47,60,Closed
3895,4144,36717.38,Personal,1.94,24,Approved
3896,4145,7953.69,Personal,3.95,24,Closed
3897,4146,21037.75,Mortgage,7.14,12,Closed
3898,4147,6706.81,Auto,9.39,12,Rejected
3899,4148,1121.54,Mortgage,6.54,12,Approved
3900,4149,31044.95,Mortgage,4.27,12,Closed
3901,4150,24568.11,Mortgage,3.82,36,Rejected
3902,4151,21415.18,Personal,4.52,48,Rejected
3903,4152,4854.32,Auto,6.88,36,Rejected
3904,4153,29822.04,Mortgage,3.94,48,Rejected
3905,4154,39220.05,Auto,5.23,60,Approved
3906,4155,4294.98,Personal,7.83,48,Rejected
3907,4156,21259.46,Auto,3.14,36,Closed
3908,4157,16266.27,Mortgage,7.45,60,Approved
3909,4158,44701.96,Personal,7.85,60,Rejected
3910,4159,13870.13,Personal,8.77,60,Approved
3911,4160,47269.75,Personal,1.21,12,Approved
3912,4161,41591.72,Personal,2.02,36,Rejected
3913,4162,5907.79,Mortgage,9.59,12,Approved
3914,4163,24551.25,Mortgage,2.13,24,Rejected
3915,4164,32801.07,Auto,5.39,60,Rejected
3916,4165,30060.52,Personal,2.5,60,Closed
3917,4166,34282.29,Auto,8.31,60,Approved
3918,4167,21889.02,Personal,1.87,36,Approved
3919,4168,45332.39,Auto,1.77,60,Approved
3920,4169,14247.68,Auto,5.54,36,Approved
3921,4170,5610.94,Mortgage,3.14,24,Rejected
3922,4171,48920.72,Personal,6.95,24,Rejected
3923,4172,32945.98,Auto,7.16,24,Closed
3924,4173,33300.68,Auto,6.27,12,Rejected
3925,4174,41058.81,Personal,8.51,60,Rejected
3926,4175,21650.63,Auto,7.28,24,Approved
3927,4176,19925.54,Personal,2.69,48,Approved
3928,4177,47508.11,Auto,1.71,36,Rejected
3929,4178,19952.29,Mortgage,7.73,48,Closed
3930,4179,4845.41,Mortgage,7.66,24,Closed
3931,4180,16083.65,Auto,8.65,12,Closed
3932,4181,43803.53,Mortgage,2.82,12,Closed
3933,4182,5653.04,Auto,3.01,48,Approved
3934,4184,14053.66,Mortgage,2.4,60,Closed
3935,4185,37542.75,Personal,3.67,36,Closed
3936,4186,26213.17,Personal,8.31,36,Rejected
3937,4187,32192.21,Mortgage,4.01,12,Approved
3938,4188,12916.62,Auto,1.1,48,Rejected
3939,4189,9237.81,Auto,6.86,24,Closed
3940,4190,4102.12,Personal,2.63,24,Closed
3941,4191,41453.26,Personal,2.76,60,Rejected
3942,4192,35813.75,Mortgage,1.15,60,Rejected
3943,4193,15374.25,Auto,6.2,24,Rejected
3944,4194,42008.75,Auto,6.06,24,Closed
3945,4195,41851.14,Mortgage,1.87,36,Approved
3946,4196,7750.2,Personal,1.45,48,Closed
3947,4197,35970.68,Auto,5.42,36,Rejected
3948,4198,15321.81,Mortgage,8.03,60,Closed
3949,4199,23892.28,Mortgage,9.58,12,Rejected
3950,4200,22077.1,Auto,1.68,24,Closed
3951,4201,30409,Mortgage,7.37,24,Approved
3952,4202,18009.47,Mortgage,2.72,48,Approved
3953,4203,4589.44,Personal,1.31,60,Rejected
3954,4204,33959.86,Personal,4.01,24,Approved
3955,4205,48067.98,Personal,6.16,36,Closed
3956,4206,33725.52,Personal,6.41,48,Rejected
3957,4207,27440.66,Auto,1.44,24,Approved
3958,4208,9017.46,Personal,9.35,12,Rejected
3959,4209,31633.71,Auto,1.49,60,Rejected
3960,4210,30943.26,Auto,2.95,48,Closed
3961,4211,31318.9,Auto,4.89,36,Closed
3962,4212,44723.34,Auto,9.51,60,Rejected
3963,4213,36099.68,Auto,9.92,24,Rejected
3964,4214,39386.59,Personal,1,12,Rejected
3965,4216,14248.38,Auto,5.51,60,Approved
3966,4217,11132.26,Mortgage,7.25,24,Closed
3967,4218,39140.17,Personal,6.91,48,Closed
3968,4219,35230.84,Mortgage,3.26,24,Rejected
3969,4220,17762.6,Personal,2.78,48,Approved
3970,4221,7914.2,Personal,1.13,48,Rejected
3971,4222,42486.7,Auto,8.59,24,Closed
3972,4223,19829.62,Mortgage,4.41,12,Approved
3973,4224,10297.71,Mortgage,8.78,48,Approved
3974,4225,8076.12,Auto,3.91,48,Rejected
3975,4226,46064.31,Mortgage,7.8,24,Closed
3976,4227,7378,Personal,1.63,48,Approved
3977,4228,18624,Personal,8.3,36,Approved
3978,4229,31977.38,Personal,9.02,60,Closed
3979,4230,20995.74,Personal,3.38,24,Approved
3980,4231,24395.56,Auto,2.28,36,Approved
3981,4232,40328.47,Auto,2.77,48,Rejected
3982,4233,49962.49,Auto,8.81,48,Approved
3983,4234,23893.67,Mortgage,3.58,48,Approved
3984,4235,19562.52,Mortgage,3.08,60,Closed
3985,4236,20931.38,Mortgage,9.81,12,Closed
3986,4237,19086.32,Mortgage,7.03,24,Closed
3987,4238,24214.8,Auto,8.49,36,Approved
3988,4239,17322.3,Mortgage,7.72,12,Approved
3989,4240,23668.21,Mortgage,4.37,24,Rejected
3990,4241,47327.4,Mortgage,8.76,48,Closed
3991,4242,15024.45,Personal,6.29,48,Rejected
3992,4243,32941.86,Auto,6.92,36,Closed
3993,4244,24859.75,Auto,3.93,12,Closed
3994,4245,36887.42,Auto,9.83,48,Rejected
3995,4246,24142.31,Personal,8.69,60,Closed
3996,4247,8866.57,Auto,2.33,24,Closed
3997,4248,43748.52,Auto,2.83,36,Closed
3998,4250,26767.67,Mortgage,1.23,36,Closed
3999,4252,48833.09,Auto,5.79,12,Closed
4000,4253,21060.57,Personal,2.84,60,Closed
4001,4254,18300,Mortgage,8.86,48,Approved
4002,4255,37926.02,Personal,9,36,Rejected
4003,4256,23275.67,Personal,9.61,12,Approved
4004,4257,5202.67,Personal,2.32,24,Approved
4005,4258,18366.33,Auto,1.71,48,Approved
4006,4259,40622.97,Mortgage,6,36,Approved
4007,4260,35628.01,Auto,8.13,12,Rejected
4008,4261,43279.34,Auto,3.62,24,Approved
4009,4262,8184.7,Mortgage,3.17,12,Rejected
4010,4263,12952.16,Personal,5.66,24,Closed
4011,4265,48595.31,Personal,5.32,60,Closed
4012,4266,9277.3,Personal,4.65,36,Closed
4013,4267,30298.57,Personal,7.54,60,Rejected
4014,4268,32012.77,Mortgage,6.53,48,Closed
4015,4269,31325.78,Personal,5.39,60,Approved
4016,4270,34891.49,Mortgage,7.49,36,Rejected
4017,4271,24712.16,Mortgage,3.36,48,Approved
4018,4272,5100.73,Auto,9.03,36,Closed
4019,4273,35360.57,Personal,4.46,60,Closed
4020,4274,14774.14,Auto,3.95,12,Approved
4021,4275,4717.72,Auto,5.88,12,Closed
4022,4276,9319.51,Mortgage,3.43,36,Approved
4023,4277,15073.76,Auto,3.42,12,Closed
4024,4278,22189.54,Personal,1.7,36,Approved
4025,4279,43204.85,Personal,6.87,60,Closed
4026,4281,24126.4,Personal,7.17,48,Rejected
4027,4282,10371.63,Mortgage,6.11,60,Closed
4028,4283,48003.87,Mortgage,7.41,24,Approved
4029,4284,45517.28,Mortgage,9.7,60,Approved
4030,4285,40987.78,Personal,4.03,24,Approved
4031,4286,16834.41,Auto,4.88,36,Approved
4032,4287,28519.75,Mortgage,3.58,48,Closed
4033,4288,20053.5,Mortgage,1.15,36,Closed
4034,4289,20742.79,Auto,4.13,48,Rejected
4035,4290,4534.44,Mortgage,1.64,24,Closed
4036,4291,7862.18,Auto,8.73,12,Rejected
4037,4292,48097.27,Mortgage,7.44,12,Closed
4038,4293,30894.11,Auto,3.74,12,Closed
4039,4294,1309.17,Mortgage,3.95,12,Closed
4040,4295,40650.11,Mortgage,6.13,60,Rejected
4041,4296,5265.04,Mortgage,8.18,60,Rejected
4042,4297,35699.63,Mortgage,7.47,12,Closed
4043,4298,31421.6,Personal,1.26,36,Closed
4044,4299,4084.61,Personal,8.07,24,Approved
4045,4300,27016.02,Mortgage,8.93,12,Rejected
4046,4301,3324.33,Auto,1.81,36,Rejected
4047,4302,4155.1,Mortgage,7.93,36,Closed
4048,4303,3507.76,Auto,3.27,36,Rejected
4049,4304,13516.62,Auto,2.56,60,Closed
4050,4306,18760.28,Auto,5.97,60,Closed
4051,4307,32337.37,Mortgage,5.24,12,Closed
4052,4308,7117.6,Personal,9.12,12,Approved
4053,4309,46710.37,Personal,3.17,12,Closed
4054,4310,25707.8,Personal,6.42,24,Rejected
4055,4312,27332.93,Auto,8.86,48,Rejected
4056,4313,10041.98,Auto,2.2,60,Approved
4057,4314,10595,Mortgage,1.75,36,Rejected
4058,4315,30418.35,Mortgage,9.93,60,Closed
4059,4316,12092.79,Personal,6.19,12,Approved
4060,4317,11485.07,Mortgage,9.21,48,Approved
