DateSK,FullDate,Year,Quarter,Month,MonthName,Day,DayName,IsWeekend
3425,2020-11-22,2020,4,11,November,22,Sunday,Yes
3426,2020-11-23,2020,4,11,November,23,Monday,No
3427,2020-11-24,2020,4,11,November,24,Tuesday,No
3428,2020-11-25,2020,4,11,November,25,Wednesday,No
3429,2020-11-26,2020,4,11,November,26,Thursday,No
3430,2020-11-27,2020,4,11,November,27,Friday,No
3431,2020-11-28,2020,4,11,November,28,Saturday,Yes
3432,2020-11-29,2020,4,11,November,29,Sunday,Yes
3433,2020-11-30,2020,4,11,November,30,Monday,No
3434,2020-12-01,2020,4,12,December,1,Tuesday,No
3435,2020-12-02,2020,4,12,December,2,Wednesday,No
3436,2020-12-04,2020,4,12,December,4,Friday,No
3437,2020-12-05,2020,4,12,December,5,Saturday,Yes
3438,2020-12-06,2020,4,12,December,6,Sunday,Yes
3439,2020-12-07,2020,4,12,December,7,Monday,No
3440,2020-12-08,2020,4,12,December,8,Tuesday,No
3441,2020-12-09,2020,4,12,December,9,Wednesday,No
3442,2020-12-10,2020,4,12,December,10,Thursday,No
3443,2020-12-11,2020,4,12,December,11,Friday,No
3444,2020-12-12,2020,4,12,December,12,Saturday,Yes
3445,2020-12-13,2020,4,12,December,13,Sunday,Yes
3446,2020-12-14,2020,4,12,December,14,Monday,No
3447,2020-12-15,2020,4,12,December,15,Tuesday,No
3448,2020-12-16,2020,4,12,December,16,Wednesday,No
3449,2020-12-17,2020,4,12,December,17,Thursday,No
3450,2020-12-18,2020,4,12,December,18,Friday,No
3451,2020-12-19,2020,4,12,December,19,Saturday,Yes
3452,2020-12-20,2020,4,12,December,20,Sunday,Yes
3453,2020-12-21,2020,4,12,December,21,Monday,No
3454,2020-12-22,2020,4,12,December,22,Tuesday,No
3455,2020-12-23,2020,4,12,December,23,Wednesday,No
3456,2020-12-24,2020,4,12,December,24,Thursday,No
3457,2020-12-25,2020,4,12,December,25,Friday,No
3458,2020-12-26,2020,4,12,December,26,Saturday,Yes
3459,2020-12-27,2020,4,12,December,27,Sunday,Yes
3460,2020-12-28,2020,4,12,December,28,Monday,No
3461,2020-12-29,2020,4,12,December,29,Tuesday,No
3462,2020-12-30,2020,4,12,December,30,Wednesday,No
3463,2020-12-31,2020,4,12,December,31,Thursday,No
3464,2021-01-01,2021,1,1,January,1,Friday,No
3465,2021-01-02,2021,1,1,January,2,Saturday,Yes
3466,2021-01-03,2021,1,1,January,3,Sunday,Yes
3467,2021-01-04,2021,1,1,January,4,Monday,No
3468,2021-01-05,2021,1,1,January,5,Tuesday,No
3469,2021-01-06,2021,1,1,January,6,Wednesday,No
3470,2021-01-07,2021,1,1,January,7,Thursday,No
3471,2021-01-08,2021,1,1,January,8,Friday,No
3472,2021-01-09,2021,1,1,January,9,Saturday,Yes
3473,2021-01-10,2021,1,1,January,10,Sunday,Yes
3474,2021-01-11,2021,1,1,January,11,Monday,No
3475,2021-01-12,2021,1,1,January,12,Tuesday,No
3476,2021-01-13,2021,1,1,January,13,Wednesday,No
3477,2021-01-14,2021,1,1,January,14,Thursday,No
3478,2021-01-15,2021,1,1,January,15,Friday,No
3479,2021-01-16,2021,1,1,January,16,Saturday,Yes
3480,2021-01-17,2021,1,1,January,17,Sunday,Yes
3481,2021-01-18,2021,1,1,January,18,Monday,No
3482,2021-01-19,2021,1,1,January,19,Tuesday,No
3483,2021-01-20,2021,1,1,January,20,Wednesday,No
3484,2021-01-21,2021,1,1,January,21,Thursday,No
3485,2021-01-22,2021,1,1,January,22,Friday,No
3486,2021-01-23,2021,1,1,January,23,Saturday,Yes
3487,2021-01-24,2021,1,1,January,24,Sunday,Yes
3488,2021-01-25,2021,1,1,January,25,Monday,No
3489,2021-01-26,2021,1,1,January,26,Tuesday,No
3490,2021-01-27,2021,1,1,January,27,Wednesday,No
3491,2021-01-28,2021,1,1,January,28,Thursday,No
3492,2021-01-29,2021,1,1,January,29,Friday,No
3493,2021-01-30,2021,1,1,January,30,Saturday,Yes
3494,2021-01-31,2021,1,1,January,31,Sunday,Yes
3495,2021-02-01,2021,1,2,February,1,Monday,No
3496,2021-02-02,2021,1,2,February,2,Tuesday,No
3497,2021-02-03,2021,1,2,February,3,Wednesday,No
3498,2021-02-04,2021,1,2,February,4,Thursday,No
3499,2021-02-05,2021,1,2,February,5,Friday,No
3500,2021-02-06,2021,1,2,February,6,Saturday,Yes
3501,2021-02-07,2021,1,2,February,7,Sunday,Yes
3502,2021-02-08,2021,1,2,February,8,Monday,No
3503,2021-02-09,2021,1,2,February,9,Tuesday,No
3504,2021-02-10,2021,1,2,February,10,Wednesday,No
3505,2021-02-11,2021,1,2,February,11,Thursday,No
3506,2021-02-12,2021,1,2,February,12,Friday,No
3507,2021-02-13,2021,1,2,February,13,Saturday,Yes
3508,2021-02-14,2021,1,2,February,14,Sunday,Yes
3509,2021-02-15,2021,1,2,February,15,Monday,No
3510,2021-02-16,2021,1,2,February,16,Tuesday,No
3511,2021-02-17,2021,1,2,February,17,Wednesday,No
3512,2021-02-18,2021,1,2,February,18,Thursday,No
3513,2021-02-19,2021,1,2,February,19,Friday,No
3514,2021-02-20,2021,1,2,February,20,Saturday,Yes
3515,2021-02-21,2021,1,2,February,21,Sunday,Yes
3516,2021-02-22,2021,1,2,February,22,Monday,No
3517,2021-02-23,2021,1,2,February,23,Tuesday,No
3518,2021-02-24,2021,1,2,February,24,Wednesday,No
3519,2021-02-25,2021,1,2,February,25,Thursday,No
3520,2021-02-26,2021,1,2,February,26,Friday,No
3521,2021-02-27,2021,1,2,February,27,Saturday,Yes
3522,2021-02-28,2021,1,2,February,28,Sunday,Yes
3523,2021-03-01,2021,1,3,March,1,Monday,No
3524,2021-03-02,2021,1,3,March,2,Tuesday,No
3525,2021-03-03,2021,1,3,March,3,Wednesday,No
3526,2021-03-04,2021,1,3,March,4,Thursday,No
3527,2021-03-05,2021,1,3,March,5,Friday,No
3528,2021-03-06,2021,1,3,March,6,Saturday,Yes
3529,2021-03-07,2021,1,3,March,7,Sunday,Yes
3530,2021-03-08,2021,1,3,March,8,Monday,No
3531,2021-03-09,2021,1,3,March,9,Tuesday,No
3532,2021-03-10,2021,1,3,March,10,Wednesday,No
3533,2021-03-11,2021,1,3,March,11,Thursday,No
3534,2021-03-12,2021,1,3,March,12,Friday,No
3535,2021-03-13,2021,1,3,March,13,Saturday,Yes
3536,2021-03-14,2021,1,3,March,14,Sunday,Yes
3537,2021-03-15,2021,1,3,March,15,Monday,No
3538,2021-03-16,2021,1,3,March,16,Tuesday,No
3539,2021-03-17,2021,1,3,March,17,Wednesday,No
3540,2021-03-18,2021,1,3,March,18,Thursday,No
3541,2021-03-19,2021,1,3,March,19,Friday,No
3542,2021-03-20,2021,1,3,March,20,Saturday,Yes
3543,2021-03-21,2021,1,3,March,21,Sunday,Yes
3544,2021-03-22,2021,1,3,March,22,Monday,No
3545,2021-03-23,2021,1,3,March,23,Tuesday,No
3546,2021-03-24,2021,1,3,March,24,Wednesday,No
3547,2021-03-25,2021,1,3,March,25,Thursday,No
3548,2021-03-26,2021,1,3,March,26,Friday,No
3549,2021-03-27,2021,1,3,March,27,Saturday,Yes
3550,2021-03-28,2021,1,3,March,28,Sunday,Yes
3551,2021-03-29,2021,1,3,March,29,Monday,No
3552,2021-03-30,2021,1,3,March,30,Tuesday,No
3553,2021-03-31,2021,1,3,March,31,Wednesday,No
3554,2021-04-01,2021,2,4,April,1,Thursday,No
3555,2021-04-02,2021,2,4,April,2,Friday,No
3556,2021-04-03,2021,2,4,April,3,Saturday,Yes
3557,2021-04-04,2021,2,4,April,4,Sunday,Yes
3558,2021-04-05,2021,2,4,April,5,Monday,No
3559,2021-04-06,2021,2,4,April,6,Tuesday,No
3560,2021-04-07,2021,2,4,April,7,Wednesday,No
3561,2021-04-08,2021,2,4,April,8,Thursday,No
3562,2021-04-09,2021,2,4,April,9,Friday,No
3563,2021-04-10,2021,2,4,April,10,Saturday,Yes
3564,2021-04-12,2021,2,4,April,12,Monday,No
3565,2021-04-13,2021,2,4,April,13,Tuesday,No
3566,2021-04-14,2021,2,4,April,14,Wednesday,No
3567,2021-04-15,2021,2,4,April,15,Thursday,No
3568,2021-04-16,2021,2,4,April,16,Friday,No
3569,2021-04-17,2021,2,4,April,17,Saturday,Yes
3570,2021-04-18,2021,2,4,April,18,Sunday,Yes
3571,2021-04-19,2021,2,4,April,19,Monday,No
3572,2021-04-20,2021,2,4,April,20,Tuesday,No
3573,2021-04-21,2021,2,4,April,21,Wednesday,No
3574,2021-04-22,2021,2,4,April,22,Thursday,No
3575,2021-04-23,2021,2,4,April,23,Friday,No
3576,2021-04-24,2021,2,4,April,24,Saturday,Yes
3577,2021-04-25,2021,2,4,April,25,Sunday,Yes
3578,2021-04-26,2021,2,4,April,26,Monday,No
3579,2021-04-27,2021,2,4,April,27,Tuesday,No
3580,2021-04-28,2021,2,4,April,28,Wednesday,No
3581,2021-04-29,2021,2,4,April,29,Thursday,No
3582,2021-04-30,2021,2,4,April,30,Friday,No
3583,2021-05-01,2021,2,5,May,1,Saturday,Yes
3584,2021-05-02,2021,2,5,May,2,Sunday,Yes
3585,2021-05-03,2021,2,5,May,3,Monday,No
3586,2021-05-04,2021,2,5,May,4,Tuesday,No
3587,2021-05-05,2021,2,5,May,5,Wednesday,No
3588,2021-05-06,2021,2,5,May,6,Thursday,No
3589,2021-05-07,2021,2,5,May,7,Friday,No
3590,2021-05-08,2021,2,5,May,8,Saturday,Yes
3591,2021-05-09,2021,2,5,May,9,Sunday,Yes
3592,2021-05-10,2021,2,5,May,10,Monday,No
3593,2021-05-11,2021,2,5,May,11,Tuesday,No
3594,2021-05-12,2021,2,5,May,12,Wednesday,No
3595,2021-05-13,2021,2,5,May,13,Thursday,No
3596,2021-05-15,2021,2,5,May,15,Saturday,Yes
3597,2021-05-16,2021,2,5,May,16,Sunday,Yes
3598,2021-05-17,2021,2,5,May,17,Monday,No
3599,2021-05-18,2021,2,5,May,18,Tuesday,No
3600,2021-05-19,2021,2,5,May,19,Wednesday,No
3601,2021-05-20,2021,2,5,May,20,Thursday,No
3602,2021-05-21,2021,2,5,May,21,Friday,No
3603,2021-05-22,2021,2,5,May,22,Saturday,Yes
3604,2021-05-23,2021,2,5,May,23,Sunday,Yes
3605,2021-05-24,2021,2,5,May,24,Monday,No
3606,2021-05-25,2021,2,5,May,25,Tuesday,No
3607,2021-05-26,2021,2,5,May,26,Wednesday,No
3608,2021-05-27,2021,2,5,May,27,Thursday,No
3609,2021-05-28,2021,2,5,May,28,Friday,No
3610,2021-05-29,2021,2,5,May,29,Saturday,Yes
3611,2021-05-30,2021,2,5,May,30,Sunday,Yes
3612,2021-05-31,2021,2,5,May,31,Monday,No
3613,2021-06-01,2021,2,6,June,1,Tuesday,No
3614,2021-06-02,2021,2,6,June,2,Wednesday,No
3615,2021-06-03,2021,2,6,June,3,Thursday,No
3616,2021-06-04,2021,2,6,June,4,Friday,No
3617,2021-06-05,2021,2,6,June,5,Saturday,Yes
3618,2021-06-06,2021,2,6,June,6,Sunday,Yes
3619,2021-06-07,2021,2,6,June,7,Monday,No
3620,2021-06-08,2021,2,6,June,8,Tuesday,No
3621,2021-06-09,2021,2,6,June,9,Wednesday,No
3622,2021-06-10,2021,2,6,June,10,Thursday,No
3623,2021-06-11,2021,2,6,June,11,Friday,No
3624,2021-06-12,2021,2,6,June,12,Saturday,Yes
3625,2021-06-13,2021,2,6,June,13,Sunday,Yes
3626,2021-06-14,2021,2,6,June,14,Monday,No
3627,2021-06-15,2021,2,6,June,15,Tuesday,No
3628,2021-06-16,2021,2,6,June,16,Wednesday,No
3629,2021-06-17,2021,2,6,June,17,Thursday,No
3630,2021-06-18,2021,2,6,June,18,Friday,No
3631,2021-06-19,2021,2,6,June,19,Saturday,Yes
3632,2021-06-20,2021,2,6,June,20,Sunday,Yes
3633,2021-06-21,2021,2,6,June,21,Monday,No
3634,2021-06-22,2021,2,6,June,22,Tuesday,No
3635,2021-06-23,2021,2,6,June,23,Wednesday,No
3636,2021-06-24,2021,2,6,June,24,Thursday,No
3637,2021-06-25,2021,2,6,June,25,Friday,No
3638,2021-06-26,2021,2,6,June,26,Saturday,Yes
3639,2021-06-27,2021,2,6,June,27,Sunday,Yes
3640,2021-06-28,2021,2,6,June,28,Monday,No
3641,2021-06-29,2021,2,6,June,29,Tuesday,No
3642,2021-06-30,2021,2,6,June,30,Wednesday,No
3643,2021-07-01,2021,3,7,July,1,Thursday,No
3644,2021-07-02,2021,3,7,July,2,Friday,No
3645,2021-07-03,2021,3,7,July,3,Saturday,Yes
3646,2021-07-04,2021,3,7,July,4,Sunday,Yes
3647,2021-07-05,2021,3,7,July,5,Monday,No
3648,2021-07-06,2021,3,7,July,6,Tuesday,No
3649,2021-07-07,2021,3,7,July,7,Wednesday,No
3650,2021-07-08,2021,3,7,July,8,Thursday,No
3651,2021-07-09,2021,3,7,July,9,Friday,No
3652,2021-07-10,2021,3,7,July,10,Saturday,Yes
3653,2021-07-11,2021,3,7,July,11,Sunday,Yes
3654,2021-07-12,2021,3,7,July,12,Monday,No
3655,2021-07-13,2021,3,7,July,13,Tuesday,No
3656,2021-07-14,2021,3,7,July,14,Wednesday,No
3657,2021-07-15,2021,3,7,July,15,Thursday,No
3658,2021-07-16,2021,3,7,July,16,Friday,No
3659,2021-07-17,2021,3,7,July,17,Saturday,Yes
3660,2021-07-18,2021,3,7,July,18,Sunday,Yes
3661,2021-07-19,2021,3,7,July,19,Monday,No
3662,2021-07-20,2021,3,7,July,20,Tuesday,No
3663,2021-07-21,2021,3,7,July,21,Wednesday,No
3664,2021-07-22,2021,3,7,July,22,Thursday,No
3665,2021-07-23,2021,3,7,July,23,Friday,No
3666,2021-07-24,2021,3,7,July,24,Saturday,Yes
3667,2021-07-25,2021,3,7,July,25,Sunday,Yes
3668,2021-07-26,2021,3,7,July,26,Monday,No
3669,2021-07-27,2021,3,7,July,27,Tuesday,No
3670,2021-07-28,2021,3,7,July,28,Wednesday,No
3671,2021-07-29,2021,3,7,July,29,Thursday,No
3672,2021-07-30,2021,3,7,July,30,Friday,No
3673,2021-07-31,2021,3,7,July,31,Saturday,Yes
3674,2021-08-01,2021,3,8,August,1,Sunday,Yes
3675,2021-08-02,2021,3,8,August,2,Monday,No
3676,2021-08-03,2021,3,8,August,3,Tuesday,No
3677,2021-08-04,2021,3,8,August,4,Wednesday,No
3678,2021-08-05,2021,3,8,August,5,Thursday,No
3679,2021-08-06,2021,3,8,August,6,Friday,No
3680,2021-08-07,2021,3,8,August,7,Saturday,Yes
3681,2021-08-08,2021,3,8,August,8,Sunday,Yes
3682,2021-08-09,2021,3,8,August,9,Monday,No
3683,2021-08-10,2021,3,8,August,10,Tuesday,No
3684,2021-08-11,2021,3,8,August,11,Wednesday,No
3685,2021-08-12,2021,3,8,August,12,Thursday,No
3686,2021-08-13,2021,3,8,August,13,Friday,No
3687,2021-08-14,2021,3,8,August,14,Saturday,Yes
3688,2021-08-15,2021,3,8,August,15,Sunday,Yes
3689,2021-08-16,2021,3,8,August,16,Monday,No
3690,2021-08-17,2021,3,8,August,17,Tuesday,No
3691,2021-08-18,2021,3,8,August,18,Wednesday,No
3692,2021-08-19,2021,3,8,August,19,Thursday,No
3693,2021-08-20,2021,3,8,August,20,Friday,No
3694,2021-08-21,2021,3,8,August,21,Saturday,Yes
3695,2021-08-22,2021,3,8,August,22,Sunday,Yes
3696,2021-08-24,2021,3,8,August,24,Tuesday,No
3697,2021-08-25,2021,3,8,August,25,Wednesday,No
3698,2021-08-26,2021,3,8,August,26,Thursday,No
3699,2021-08-27,2021,3,8,August,27,Friday,No
3700,2021-08-28,2021,3,8,August,28,Saturday,Yes
3701,2021-08-29,2021,3,8,August,29,Sunday,Yes
3702,2021-08-30,2021,3,8,August,30,Monday,No
3703,2021-08-31,2021,3,8,August,31,Tuesday,No
3704,2021-09-01,2021,3,9,September,1,Wednesday,No
3705,2021-09-02,2021,3,9,September,2,Thursday,No
3706,2021-09-03,2021,3,9,September,3,Friday,No
3707,2021-09-04,2021,3,9,September,4,Saturday,Yes
3708,2021-09-05,2021,3,9,September,5,Sunday,Yes
3709,2021-09-06,2021,3,9,September,6,Monday,No
3710,2021-09-07,2021,3,9,September,7,Tuesday,No
3711,2021-09-08,2021,3,9,September,8,Wednesday,No
3712,2021-09-09,2021,3,9,September,9,Thursday,No
3713,2021-09-10,2021,3,9,September,10,Friday,No
3714,2021-09-11,2021,3,9,September,11,Saturday,Yes
3715,2021-09-12,2021,3,9,September,12,Sunday,Yes
3716,2021-09-13,2021,3,9,September,13,Monday,No
3717,2021-09-14,2021,3,9,September,14,Tuesday,No
3718,2021-09-15,2021,3,9,September,15,Wednesday,No
3719,2021-09-16,2021,3,9,September,16,Thursday,No
3720,2021-09-17,2021,3,9,September,17,Friday,No
3721,2021-09-18,2021,3,9,September,18,Saturday,Yes
3722,2021-09-19,2021,3,9,September,19,Sunday,Yes
3723,2021-09-20,2021,3,9,September,20,Monday,No
3724,2021-09-21,2021,3,9,September,21,Tuesday,No
3725,2021-09-22,2021,3,9,September,22,Wednesday,No
3726,2021-09-23,2021,3,9,September,23,Thursday,No
3727,2021-09-24,2021,3,9,September,24,Friday,No
3728,2021-09-25,2021,3,9,September,25,Saturday,Yes
3729,2021-09-26,2021,3,9,September,26,Sunday,Yes
3730,2021-09-27,2021,3,9,September,27,Monday,No
3731,2021-09-28,2021,3,9,September,28,Tuesday,No
3732,2021-09-29,2021,3,9,September,29,Wednesday,No
3733,2021-09-30,2021,3,9,September,30,Thursday,No
3734,2021-10-01,2021,4,10,October,1,Friday,No
3735,2021-10-02,2021,4,10,October,2,Saturday,Yes
3736,2021-10-03,2021,4,10,October,3,Sunday,Yes
3737,2021-10-04,2021,4,10,October,4,Monday,No
3738,2021-10-05,2021,4,10,October,5,Tuesday,No
3739,2021-10-06,2021,4,10,October,6,Wednesday,No
3740,2021-10-07,2021,4,10,October,7,Thursday,No
3741,2021-10-08,2021,4,10,October,8,Friday,No
3742,2021-10-09,2021,4,10,October,9,Saturday,Yes
3743,2021-10-10,2021,4,10,October,10,Sunday,Yes
3744,2021-10-11,2021,4,10,October,11,Monday,No
3745,2021-10-12,2021,4,10,October,12,Tuesday,No
3746,2021-10-13,2021,4,10,October,13,Wednesday,No
3747,2021-10-14,2021,4,10,October,14,Thursday,No
3748,2021-10-15,2021,4,10,October,15,Friday,No
3749,2021-10-16,2021,4,10,October,16,Saturday,Yes
3750,2021-10-17,2021,4,10,October,17,Sunday,Yes
3751,2021-10-18,2021,4,10,October,18,Monday,No
3752,2021-10-19,2021,4,10,October,19,Tuesday,No
3753,2021-10-20,2021,4,10,October,20,Wednesday,No
3754,2021-10-21,2021,4,10,October,21,Thursday,No
3755,2021-10-22,2021,4,10,October,22,Friday,No
3756,2021-10-23,2021,4,10,October,23,Saturday,Yes
3757,2021-10-24,2021,4,10,October,24,Sunday,Yes
3758,2021-10-25,2021,4,10,October,25,Monday,No
3759,2021-10-26,2021,4,10,October,26,Tuesday,No
3760,2021-10-27,2021,4,10,October,27,Wednesday,No
3761,2021-10-28,2021,4,10,October,28,Thursday,No
3762,2021-10-29,2021,4,10,October,29,Friday,No
3763,2021-10-30,2021,4,10,October,30,Saturday,Yes
3764,2021-10-31,2021,4,10,October,31,Sunday,Yes
3765,2021-11-01,2021,4,11,November,1,Monday,No
3766,2021-11-02,2021,4,11,November,2,Tuesday,No
3767,2021-11-03,2021,4,11,November,3,Wednesday,No
3768,2021-11-04,2021,4,11,November,4,Thursday,No
3769,2021-11-05,2021,4,11,November,5,Friday,No
3770,2021-11-06,2021,4,11,November,6,Saturday,Yes
3771,2021-11-07,2021,4,11,November,7,Sunday,Yes
3772,2021-11-08,2021,4,11,November,8,Monday,No
3773,2021-11-09,2021,4,11,November,9,Tuesday,No
3774,2021-11-10,2021,4,11,November,10,Wednesday,No
3775,2021-11-11,2021,4,11,November,11,Thursday,No
3776,2021-11-12,2021,4,11,November,12,Friday,No
3777,2021-11-13,2021,4,11,November,13,Saturday,Yes
3778,2021-11-14,2021,4,11,November,14,Sunday,Yes
3779,2021-11-15,2021,4,11,November,15,Monday,No
3780,2021-11-16,2021,4,11,November,16,Tuesday,No
3781,2021-11-17,2021,4,11,November,17,Wednesday,No
3782,2021-11-18,2021,4,11,November,18,Thursday,No
3783,2021-11-19,2021,4,11,November,19,Friday,No
3784,2021-11-20,2021,4,11,November,20,Saturday,Yes
3785,2021-11-21,2021,4,11,November,21,Sunday,Yes
3786,2021-11-22,2021,4,11,November,22,Monday,No
3787,2021-11-23,2021,4,11,November,23,Tuesday,No
3788,2021-11-24,2021,4,11,November,24,Wednesday,No
3789,2021-11-25,2021,4,11,November,25,Thursday,No
3790,2021-11-26,2021,4,11,November,26,Friday,No
3791,2021-11-27,2021,4,11,November,27,Saturday,Yes
3792,2021-11-28,2021,4,11,November,28,Sunday,Yes
3793,2021-11-29,2021,4,11,November,29,Monday,No
3794,2021-11-30,2021,4,11,November,30,Tuesday,No
3795,2021-12-01,2021,4,12,December,1,Wednesday,No
3796,2021-12-02,2021,4,12,December,2,Thursday,No
3797,2021-12-03,2021,4,12,December,3,Friday,No
3798,2021-12-04,2021,4,12,December,4,Saturday,Yes
3799,2021-12-05,2021,4,12,December,5,Sunday,Yes
3800,2021-12-06,2021,4,12,December,6,Monday,No
3801,2021-12-07,2021,4,12,December,7,Tuesday,No
3802,2021-12-08,2021,4,12,December,8,Wednesday,No
3803,2021-12-09,2021,4,12,December,9,Thursday,No
3804,2021-12-10,2021,4,12,December,10,Friday,No
3805,2021-12-11,2021,4,12,December,11,Saturday,Yes
3806,2021-12-12,2021,4,12,December,12,Sunday,Yes
3807,2021-12-13,2021,4,12,December,13,Monday,No
3808,2021-12-14,2021,4,12,December,14,Tuesday,No
3809,2021-12-15,2021,4,12,December,15,Wednesday,No
3810,2021-12-16,2021,4,12,December,16,Thursday,No
3811,2021-12-17,2021,4,12,December,17,Friday,No
3812,2021-12-18,2021,4,12,December,18,Saturday,Yes
3813,2021-12-19,2021,4,12,December,19,Sunday,Yes
3814,2021-12-20,2021,4,12,December,20,Monday,No
3815,2021-12-21,2021,4,12,December,21,Tuesday,No
3816,2021-12-22,2021,4,12,December,22,Wednesday,No
3817,2021-12-23,2021,4,12,December,23,Thursday,No
3818,2021-12-24,2021,4,12,December,24,Friday,No
3819,2021-12-25,2021,4,12,December,25,Saturday,Yes
3820,2021-12-26,2021,4,12,December,26,Sunday,Yes
3821,2021-12-27,2021,4,12,December,27,Monday,No
3822,2021-12-28,2021,4,12,December,28,Tuesday,No
3823,2021-12-29,2021,4,12,December,29,Wednesday,No
3824,2021-12-30,2021,4,12,December,30,Thursday,No
3825,2021-12-31,2021,4,12,December,31,Friday,No
3826,2022-01-01,2022,1,1,January,1,Saturday,Yes
3827,2022-01-02,2022,1,1,January,2,Sunday,Yes
3828,2022-01-03,2022,1,1,January,3,Monday,No
3829,2022-01-04,2022,1,1,January,4,Tuesday,No
3830,2022-01-05,2022,1,1,January,5,Wednesday,No
3831,2022-01-06,2022,1,1,January,6,Thursday,No
3832,2022-01-07,2022,1,1,January,7,Friday,No
3833,2022-01-08,2022,1,1,January,8,Saturday,Yes
3834,2022-01-09,2022,1,1,January,9,Sunday,Yes
3835,2022-01-10,2022,1,1,January,10,Monday,No
3836,2022-01-11,2022,1,1,January,11,Tuesday,No
3837,2022-01-12,2022,1,1,January,12,Wednesday,No
3838,2022-01-13,2022,1,1,January,13,Thursday,No
3839,2022-01-14,2022,1,1,January,14,Friday,No
3840,2022-01-15,2022,1,1,January,15,Saturday,Yes
3841,2022-01-16,2022,1,1,January,16,Sunday,Yes
3842,2022-01-17,2022,1,1,January,17,Monday,No
3843,2022-01-18,2022,1,1,January,18,Tuesday,No
3844,2022-01-19,2022,1,1,January,19,Wednesday,No
3845,2022-01-20,2022,1,1,January,20,Thursday,No
3846,2022-01-21,2022,1,1,January,21,Friday,No
3847,2022-01-22,2022,1,1,January,22,Saturday,Yes
3848,2022-01-23,2022,1,1,January,23,Sunday,Yes
3849,2022-01-24,2022,1,1,January,24,Monday,No
3850,2022-01-25,2022,1,1,January,25,Tuesday,No
3851,2022-01-26,2022,1,1,January,26,Wednesday,No
3852,2022-01-27,2022,1,1,January,27,Thursday,No
3853,2022-01-28,2022,1,1,January,28,Friday,No
3854,2022-01-29,2022,1,1,January,29,Saturday,Yes
3855,2022-01-30,2022,1,1,January,30,Sunday,Yes
3856,2022-01-31,2022,1,1,January,31,Monday,No
3857,2022-02-01,2022,1,2,February,1,Tuesday,No
3858,2022-02-02,2022,1,2,February,2,Wednesday,No
3859,2022-02-03,2022,1,2,February,3,Thursday,No
3860,2022-02-04,2022,1,2,February,4,Friday,No
3861,2022-02-05,2022,1,2,February,5,Saturday,Yes
3862,2022-02-06,2022,1,2,February,6,Sunday,Yes
3863,2022-02-07,2022,1,2,February,7,Monday,No
3864,2022-02-08,2022,1,2,February,8,Tuesday,No
3865,2022-02-09,2022,1,2,February,9,Wednesday,No
3866,2022-02-10,2022,1,2,February,10,Thursday,No
3867,2022-02-11,2022,1,2,February,11,Friday,No
3868,2022-02-12,2022,1,2,February,12,Saturday,Yes
3869,2022-02-13,2022,1,2,February,13,Sunday,Yes
3870,2022-02-14,2022,1,2,February,14,Monday,No
3871,2022-02-15,2022,1,2,February,15,Tuesday,No
3872,2022-02-16,2022,1,2,February,16,Wednesday,No
3873,2022-02-17,2022,1,2,February,17,Thursday,No
3874,2022-02-18,2022,1,2,February,18,Friday,No
3875,2022-02-19,2022,1,2,February,19,Saturday,Yes
3876,2022-02-20,2022,1,2,February,20,Sunday,Yes
3877,2022-02-21,2022,1,2,February,21,Monday,No
3878,2022-02-22,2022,1,2,February,22,Tuesday,No
3879,2022-02-23,2022,1,2,February,23,Wednesday,No
3880,2022-02-24,2022,1,2,February,24,Thursday,No
3881,2022-02-25,2022,1,2,February,25,Friday,No
3882,2022-02-26,2022,1,2,February,26,Saturday,Yes
3883,2022-02-27,2022,1,2,February,27,Sunday,Yes
3884,2022-02-28,2022,1,2,February,28,Monday,No
3885,2022-03-01,2022,1,3,March,1,Tuesday,No
3886,2022-03-02,2022,1,3,March,2,Wednesday,No
3887,2022-03-03,2022,1,3,March,3,Thursday,No
3888,2022-03-04,2022,1,3,March,4,Friday,No
3889,2022-03-05,2022,1,3,March,5,Saturday,Yes
3890,2022-03-06,2022,1,3,March,6,Sunday,Yes
3891,2022-03-07,2022,1,3,March,7,Monday,No
3892,2022-03-08,2022,1,3,March,8,Tuesday,No
3893,2022-03-09,2022,1,3,March,9,Wednesday,No
3894,2022-03-10,2022,1,3,March,10,Thursday,No
3895,2022-03-11,2022,1,3,March,11,Friday,No
3896,2022-03-12,2022,1,3,March,12,Saturday,Yes
3897,2022-03-13,2022,1,3,March,13,Sunday,Yes
3898,2022-03-14,2022,1,3,March,14,Monday,No
3899,2022-03-15,2022,1,3,March,15,Tuesday,No
3900,2022-03-16,2022,1,3,March,16,Wednesday,No
3901,2022-03-17,2022,1,3,March,17,Thursday,No
3902,2022-03-18,2022,1,3,March,18,Friday,No
3903,2022-03-19,2022,1,3,March,19,Saturday,Yes
3904,2022-03-20,2022,1,3,March,20,Sunday,Yes
3905,2022-03-21,2022,1,3,March,21,Monday,No
3906,2022-03-22,2022,1,3,March,22,Tuesday,No
3907,2022-03-23,2022,1,3,March,23,Wednesday,No
3908,2022-03-24,2022,1,3,March,24,Thursday,No
3909,2022-03-25,2022,1,3,March,25,Friday,No
3910,2022-03-26,2022,1,3,March,26,Saturday,Yes
3911,2022-03-27,2022,1,3,March,27,Sunday,Yes
3912,2022-03-28,2022,1,3,March,28,Monday,No
