CardSK,CardID,Card Type,Credit Limit,Credit Card Balance,Rewards Points
1848,1962,AMEX,7190.74,545.58,7334
1849,1963,Visa,4957.5,3482.74,3237
1850,1964,Visa,6801.85,4284,7177
1851,1965,Visa,4884.65,4146.27,5711
1852,1966,MasterCard,2846.94,3721.6,5324
1853,1967,AMEX,4041.89,3800.16,7610
1854,1968,MasterCard,6437.73,4903.4,3084
1855,1970,AMEX,1191.06,2726.63,9142
1856,1971,Visa,1042.45,1314.32,5381
1857,1972,Visa,2009.42,1151.38,9471
1858,1973,MasterCard,2234.1,2046.46,276
1859,1974,Visa,7084.04,1683.12,8603
1860,1975,Visa,4642.1,3271.05,6471
1861,1976,MasterCard,1402.13,2073.95,9426
1862,1977,AMEX,2698.68,1425.91,8686
1863,1978,Visa,5609.74,418.82,6590
1864,1979,MasterCard,6590.66,1454.19,6163
1865,1980,AMEX,9871.07,2419.49,7371
1866,1981,Visa,5669.26,3035.32,8836
1867,1982,Visa,2070.72,3196.56,4758
1868,1983,AMEX,6828.2,1047.2,6280
1869,1984,Visa,6456.59,2044.32,1366
1870,1985,AMEX,4085.66,2015.68,7176
1871,1986,AMEX,6928.9,74.56,2483
1872,1987,AMEX,9368.01,4420.67,924
1873,1988,MasterCard,1179.58,3369.53,5405
1874,1989,MasterCard,2859.71,3311.08,1040
1875,1990,MasterCard,2065.74,2891.58,5507
1876,1991,AMEX,7347.87,2303.93,1218
1877,1992,Visa,6950.22,1123.98,5498
1878,1993,AMEX,1843.13,1962.14,2796
1879,1994,MasterCard,2219.34,881.94,6445
1880,1995,AMEX,8669.51,4077.29,1792
1881,1996,AMEX,6332.57,1054.82,1089
1882,1997,AMEX,5593.12,1386.3,7083
1883,1998,AMEX,5736.42,63.56,5375
1884,1999,AMEX,2487.9,1872.14,7782
1885,2000,AMEX,4580.81,3549.02,7198
1886,2001,AMEX,6241.21,891.32,1289
1887,2002,AMEX,5418.06,2556.83,4177
1888,2003,Visa,4856.47,4693.65,7349
1889,2004,MasterCard,3566.65,2192.56,1638
1890,2005,Visa,4319.32,3973.29,8505
1891,2006,AMEX,7091.81,3991.89,8389
1892,2007,MasterCard,9753.93,3261.25,2211
1893,2008,MasterCard,9064.69,1830.38,3341
1894,2009,Visa,8188.45,3798.17,9298
1895,2010,MasterCard,7421.59,4699.76,201
1896,2011,AMEX,4991.83,1360.69,8104
1897,2012,MasterCard,4546.74,2507.88,2183
1898,2013,Visa,6926.36,3001.58,8036
1899,2014,Visa,2661.54,2971.92,1066
1900,2015,Visa,9378.11,2083.61,2717
1901,2016,Visa,2061.28,2718,6318
1902,2017,AMEX,2034.49,279.25,8441
1903,2018,Visa,2645.72,322.11,5513
1904,2019,AMEX,1631.64,4658.83,4049
1905,2020,MasterCard,1477.98,2755.53,588
1906,2022,MasterCard,3947.72,1322.44,9419
1907,2023,AMEX,6116.95,3519.63,4943
1908,2024,Visa,5860.97,3460.29,2313
1909,2025,Visa,1666.88,3290.65,8976
1910,2026,Visa,7289.27,1249.72,9106
1911,2027,AMEX,3636,4167.6,8072
1912,2028,Visa,4716.93,324.39,3775
1913,2029,Visa,4306.65,2109.26,4794
1914,2030,Visa,5457.88,3818.08,6853
1915,2031,MasterCard,1295.27,1191.3,7343
1916,2032,AMEX,2740.3,1202.23,4049
1917,2033,Visa,2383.75,6.72,2692
1918,2034,AMEX,8226.2,2471.42,62
1919,2035,AMEX,5999.04,4593.06,4891
1920,2036,Visa,7845.84,2563.38,1322
1921,2037,Visa,7357.09,4667.73,1145
1922,2038,Visa,3408.33,1077.16,8609
1923,2039,MasterCard,5594.42,1974.26,5544
1924,2040,AMEX,2305.33,4957.96,1101
1925,2041,AMEX,8028.98,3997.65,7408
1926,2042,Visa,2843.41,2878.15,4508
1927,2045,Visa,2491.69,2201.27,2938
1928,2046,MasterCard,1065.16,4074.65,3883
1929,2047,MasterCard,2053.43,3706.92,3096
1930,2048,Visa,4678.2,4272.69,7825
1931,2049,MasterCard,8017.68,2026.13,3110
1932,2050,AMEX,8613.8,2887.36,8679
1933,2051,AMEX,5342.41,1539.98,1832
1934,2052,AMEX,8849.28,2690.66,7657
1935,2053,MasterCard,8959.05,3081.55,1018
1936,2054,Visa,6431.67,2580.09,341
1937,2056,AMEX,7703.71,1696.92,3807
1938,2057,MasterCard,7033.31,3146.58,5154
1939,2058,MasterCard,5210.89,2869.49,2524
1940,2059,AMEX,7930.4,2242.15,7406
1941,2060,Visa,8365.58,311.61,4149
1942,2062,AMEX,1140.56,2832.49,8423
1943,2063,Visa,5191.4,1093.95,7272
1944,2064,MasterCard,4929.71,72.03,366
1945,2065,AMEX,9044.73,2560.69,493
1946,2066,MasterCard,5592.8,1896.1,8012
1947,2067,MasterCard,4373.66,3449.29,6463
1948,2068,Visa,3815.5,628.99,5873
1949,2069,Visa,6368.84,2708.91,6344
1950,2070,MasterCard,1641.05,4497.93,8230
1951,2071,Visa,8880.13,4627.22,1956
1952,2073,Visa,3179.58,4009.46,266
1953,2074,AMEX,3569.45,4690.1,5941
1954,2075,AMEX,9131.08,4844.26,6081
1955,2076,MasterCard,1296.43,1422.13,7943
1956,2077,Visa,3724.32,2438.67,2701
1957,2078,Visa,3644.05,3548.03,1837
1958,2079,AMEX,7711.86,2540.3,9834
1959,2080,Visa,2830.74,4537.62,3471
1960,2082,MasterCard,4502.53,2480.79,4768
1961,2083,Visa,7469.02,1653.72,2904
1962,2084,MasterCard,1535.24,2035.34,5765
1963,2085,MasterCard,2545.13,3392.94,390
1964,2086,AMEX,6690.54,3631.24,8722
1965,2087,Visa,7360.25,1890.32,1598
1966,2088,Visa,1019.51,4231.89,514
1967,2089,Visa,9428.28,630.06,9161
1968,2090,AMEX,4414.26,118.98,5038
1969,2091,MasterCard,4254.57,4898.79,1788
1970,2092,AMEX,8545.91,4601.53,5132
1971,2093,MasterCard,1986.04,1528.81,6238
1972,2094,AMEX,3090.75,4779.99,9928
1973,2096,AMEX,6071.29,2360.24,9536
1974,2097,AMEX,6537.27,2641.87,3711
1975,2098,MasterCard,3749.77,3193.38,9308
1976,2099,AMEX,5808.4,2628.33,4082
1977,2100,AMEX,8558.51,4557.16,7983
1978,2101,Visa,9840.91,2799.46,907
1979,2102,Visa,4495.06,150.68,4074
1980,2103,MasterCard,2443.42,883.08,3481
1981,2104,MasterCard,4252.73,4790.83,6181
1982,2105,AMEX,4119.84,222.73,3280
1983,2106,Visa,4191.57,3780.47,1747
1984,2107,AMEX,3289.8,4883.1,6311
1985,2108,Visa,5914.63,150.19,923
1986,2110,MasterCard,1477.29,3521.24,3771
1987,2111,Visa,6151.84,163.72,7535
1988,2112,AMEX,9602.21,2994.58,4531
1989,2113,MasterCard,4790.39,4580.7,7678
1990,2114,MasterCard,5908.54,2226.11,8854
1991,2115,Visa,1978.63,3717.37,992
1992,2116,AMEX,6343.94,1628.37,3272
1993,2117,Visa,4480.34,1969.03,1177
1994,2118,MasterCard,7544.17,3442.85,9296
1995,2119,AMEX,5500.07,152.97,3053
1996,2120,AMEX,1965.39,3664.26,2931
1997,2121,Visa,2424.27,1314.98,7119
1998,2122,Visa,8948.31,4242.13,8562
1999,2124,Visa,1631.32,1441.81,2321
2000,2125,AMEX,3749.79,3411.63,6340
2001,2126,Visa,7813.06,4572.58,2131
2002,2127,Visa,6216.76,2587.07,4876
2003,2128,Visa,8907.41,4310.45,1597
2004,2129,Visa,3582.82,4679.51,4516
2005,2130,MasterCard,8855.27,1877.22,8751
2006,2132,AMEX,9735.5,3888.57,4151
2007,2133,Visa,8627.76,2781.97,4185
2008,2134,AMEX,9295.42,275.4,4808
2009,2135,Visa,8522.48,4016.33,1467
2010,2136,Visa,7697.08,263.41,6422
2011,2137,MasterCard,8187.21,4836.32,2540
2012,2138,AMEX,6022.94,2283.32,6578
2013,2139,Visa,4523.55,133.9,7105
2014,2140,Visa,4658.19,1152.7,4305
2015,2141,AMEX,4856.89,1147.68,4762
2016,2142,AMEX,5544.25,4317.88,4864
2017,2143,Visa,7099.14,369.91,9555
2018,2144,MasterCard,4295.28,862.48,4310
2019,2146,AMEX,4027.31,886.43,5286
2020,2147,Visa,6149.58,959.76,9628
2021,2148,MasterCard,6931.05,1065.17,6896
2022,2149,MasterCard,4527.4,712.4,9095
2023,2150,Visa,5895.43,3092.83,6893
2024,2151,MasterCard,1146.95,354.14,7570
2025,2152,MasterCard,5284.04,1783.15,6713
2026,2153,Visa,8391.75,3359.04,7863
2027,2154,Visa,3690.47,1551.73,7882
2028,2155,MasterCard,3391.81,1718.89,6000
2029,2156,MasterCard,7951.71,3839.89,6262
2030,2157,AMEX,3886.51,3927.88,4910
2031,2158,MasterCard,4501.39,3702.21,9680
2032,2159,MasterCard,8391.67,1664.67,6409
2033,2160,Visa,1578.56,2652.99,5707
2034,2161,Visa,9413.41,4367.88,6846
2035,2162,MasterCard,2777.43,2134.57,2019
2036,2163,MasterCard,2944.81,1364.43,733
2037,2164,MasterCard,7963.63,143.91,199
2038,2165,MasterCard,2092.74,2853.57,4408
2039,2166,AMEX,2267.21,1075.17,9484
2040,2167,AMEX,1822.52,3646.84,6549
2041,2168,AMEX,6444.82,420.93,1322
2042,2169,AMEX,8575.27,2069.39,9999
2043,2170,AMEX,2620.12,1671.32,2599
2044,2171,AMEX,4555.35,1398.14,8728
2045,2172,AMEX,7120.76,4943.54,7012
2046,2173,Visa,3746.49,494.87,9996
2047,2174,MasterCard,2748.97,12.26,2216
2048,2175,Visa,9156.13,74.44,9140
2049,2176,AMEX,7323.68,515.79,4346
2050,2177,MasterCard,9327.45,4242.51,1842
2051,2178,AMEX,8030.04,815.9,1637
2052,2179,MasterCard,4131.07,2865.35,5224
2053,2180,MasterCard,1229.11,3181.79,9205
2054,2181,Visa,5203.61,3834.83,7158
2055,2182,MasterCard,4304.92,652.89,6861
2056,2183,Visa,5545.62,643.94,2595
2057,2184,AMEX,1110.68,1553,6344
2058,2185,Visa,5800.93,515.48,5650
2059,2186,AMEX,4717.24,1386.34,2845
2060,2187,MasterCard,7122.84,2971.75,8640
2061,2188,MasterCard,3422.24,2143.73,9818
2062,2189,MasterCard,8370.27,1484.94,2213
2063,2190,Visa,9368.51,1679.87,2930
2064,2191,AMEX,2490.21,1168.66,9335
2065,2192,AMEX,6818.45,2239.23,2339
2066,2193,MasterCard,6702.2,2295.39,5378
2067,2194,AMEX,4061.59,4480.21,1648
2068,2195,MasterCard,2023.54,3340.04,2710
2069,2196,Visa,7018.55,3152.89,8455
2070,2197,MasterCard,5099.63,1309.27,3469
2071,2198,MasterCard,2721.22,1705.09,8421
2072,2199,AMEX,1515.24,4361.77,2681
2073,2200,Visa,9514.46,2830.52,9355
2074,2201,Visa,4679.25,900.89,8843
2075,2202,Visa,7738.57,3631.96,7245
2076,2203,MasterCard,2228.86,321.15,715
2077,2204,AMEX,6617.69,4467.49,1958
2078,2205,Visa,1225.3,2730.63,124
2079,2206,MasterCard,4801.18,4902.37,3987
2080,2207,MasterCard,3209.28,1382.04,3247
2081,2208,AMEX,4018.44,551.97,3618
2082,2209,MasterCard,6617.52,2449.5,3354
2083,2210,MasterCard,4193.46,2738.27,993
2084,2212,MasterCard,7431.92,3004.91,8577
2085,2213,MasterCard,5877.85,2010.61,6701
2086,2214,MasterCard,6645.72,931.11,9962
2087,2215,Visa,4441.48,4440.37,3598
2088,2216,Visa,3300.15,1563.28,9108
2089,2217,MasterCard,3246.9,1067.2,1762
2090,2218,MasterCard,9930.58,1321.24,6412
2091,2219,MasterCard,6994.01,2731.06,5310
2092,2220,AMEX,1899.56,68.51,2328
2093,2221,Visa,6789.46,3877.67,9449
2094,2222,MasterCard,1929.2,3961.02,6293
2095,2223,AMEX,3696.26,4378.42,2780
2096,2224,AMEX,8609.54,4085.28,1167
2097,2225,MasterCard,9229.22,440.68,3254
2098,2226,Visa,8740.17,2648.75,2261
2099,2227,AMEX,5989.35,839.93,8061
2100,2228,MasterCard,5078.02,521.65,5349
2101,2230,Visa,8183.22,152.88,4636
2102,2231,Visa,6605.21,1760.92,8076
2103,2233,AMEX,3330.9,2141.82,4351
2104,2234,Visa,3792.72,662.9,6764
2105,2235,MasterCard,3206.69,4121.36,6376
2106,2236,Visa,6740.5,1910.3,1278
2107,2237,AMEX,6503.04,3197.77,964
2108,2238,Visa,2542.35,2362.82,392
2109,2239,AMEX,3987.49,2287.36,637
2110,2240,AMEX,1153.16,2369.3,1459
2111,2241,MasterCard,2599.47,1396.54,8110
2112,2242,MasterCard,5757.66,618.45,5058
2113,2243,AMEX,4397.72,4421.23,7627
2114,2244,MasterCard,6285.21,3770.72,4711
2115,2245,AMEX,4790.58,1253.87,5545
2116,2246,MasterCard,1842.52,83.35,2704
2117,2247,AMEX,6999.42,2643.87,5194
2118,2248,AMEX,9503.3,447.96,808
2119,2249,MasterCard,3460.86,3555.31,5667
2120,2250,MasterCard,2868.3,1531.4,9584
2121,2251,MasterCard,8542.55,2939.27,9644
2122,2252,Visa,3438.97,2198.1,786
2123,2253,MasterCard,4401.25,446.61,600
2124,2254,AMEX,2999.69,4891.25,5970
2125,2255,MasterCard,6657.54,6.23,2346
2126,2256,AMEX,5050.59,4664.5,3237
2127,2257,MasterCard,4329.09,3491.16,9800
2128,2258,AMEX,3346.75,2740.83,1095
2129,2259,AMEX,9591.59,4142.07,8039
2130,2260,Visa,1768.88,142.97,6132
2131,2261,Visa,3469.43,685.61,9275
2132,2262,AMEX,4112.67,2997.59,1920
2133,2263,AMEX,8358.83,2662.8,8451
2134,2264,AMEX,9565.58,2747.96,849
2135,2265,MasterCard,1069.4,4268.54,8525
2136,2266,MasterCard,9638.81,3330.93,1146
2137,2267,MasterCard,9658,1769.34,815
2138,2268,AMEX,9202.12,3037.38,1537
2139,2269,AMEX,9276.91,3482.6,4527
2140,2270,MasterCard,8223.41,965.94,4302
2141,2271,Visa,3701.45,132.3,354
2142,2272,Visa,8211.96,2519.02,8060
2143,2273,Visa,5401.84,3375.19,7559
2144,2274,Visa,5864.62,4343.52,7384
2145,2275,Visa,1206.38,2910.37,1350
2146,2276,Visa,5276.4,2935.76,2128
2147,2277,Visa,3437.86,2532.48,735
2148,2278,Visa,4036.72,4623.22,1883
2149,2279,MasterCard,5279.11,4296.29,8563
2150,2280,AMEX,7191.1,2540.7,9735
2151,2281,MasterCard,1682.65,3383.57,3131
2152,2283,AMEX,3703.34,1239.24,4261
2153,2284,AMEX,8444.18,1187.37,7371
2154,2285,Visa,9046.5,4995.4,3676
2155,2286,AMEX,1896.78,4113.46,5341
2156,2287,MasterCard,8872.81,3730.98,479
2157,2288,AMEX,5870.74,4623.13,7943
2158,2291,MasterCard,6440.7,1441.25,6320
2159,2292,Visa,5788.51,2539.47,693
2160,2293,Visa,7441.04,2136.84,8212
2161,2294,Visa,5561.03,1629.71,483
2162,2295,MasterCard,1200.19,3709.38,7692
2163,2296,MasterCard,4893.76,2288.95,5381
2164,2297,MasterCard,8570.09,4575.75,4817
2165,2299,MasterCard,3359.83,2192.34,7805
2166,2300,MasterCard,3620.38,4452.29,3557
2167,2301,MasterCard,1947.59,147.79,6653
2168,2302,Visa,4452.79,2586.49,382
2169,2304,MasterCard,1540.98,2146.65,7028
2170,2305,Visa,9250.55,3341.74,5226
2171,2306,Visa,5058.28,3097.76,3383
2172,2307,MasterCard,6913.84,1703.81,528
2173,2308,Visa,4358.96,1591.68,7695
2174,2309,MasterCard,3400.82,1833.1,208
2175,2310,AMEX,1849.47,3696.49,9429
2176,2311,Visa,5243.88,2232.27,9755
2177,2312,Visa,4769.89,728.76,5037
2178,2313,AMEX,6150.89,4589.87,8124
2179,2314,AMEX,4616.87,1713.95,6286
2180,2315,AMEX,5029.22,2283.88,9592
2181,2316,Visa,8093.87,2539.49,7061
2182,2317,AMEX,2141.95,3578.49,2964
2183,2318,MasterCard,4669.63,1427.51,5923
2184,2319,MasterCard,2256.08,3854.9,69
2185,2320,Visa,9435.83,14.52,5746
2186,2321,MasterCard,8460.02,3705.85,6528
2187,2322,AMEX,8622.75,839.53,7440
2188,2323,MasterCard,2234.04,927.59,1045
2189,2324,AMEX,8877.97,2707.53,6614
2190,2325,Visa,2288.73,1537.18,4946
2191,2326,AMEX,5193.84,694.41,6749
2192,2327,MasterCard,1900.5,908.09,7591
2193,2330,AMEX,4809.45,774.19,976
2194,2331,MasterCard,9543.85,4026.53,958
2195,2332,Visa,1835.52,4784.92,2751
2196,2333,MasterCard,9195.88,511.18,284
2197,2334,MasterCard,4099.28,3549.61,9682
2198,2335,MasterCard,7009.69,1348.28,430
2199,2336,AMEX,4219.86,2684.66,4523
2200,2337,MasterCard,6390.24,1145.04,8635
2201,2338,Visa,3063.31,713.37,9428
2202,2339,Visa,6625.26,2757.19,5646
2203,2340,MasterCard,5581.53,4157.96,1214
2204,2341,AMEX,4260.7,4828.33,477
2205,2342,AMEX,4952.72,4045.99,9664
2206,2344,AMEX,4743.82,3187.72,1565
2207,2345,Visa,1627.95,683.76,4244
2208,2346,MasterCard,8087.08,2063.11,4699
2209,2347,MasterCard,6978.85,743.9,659
2210,2348,AMEX,7130.33,3856.47,1367
2211,2349,Visa,1463.26,748.35,2314
2212,2350,Visa,7955.32,3709.35,5529
2213,2351,Visa,7983.33,508.42,6992
2214,2352,Visa,8151.53,2721.2,4391
2215,2353,AMEX,6531.82,1034.26,921
2216,2354,Visa,5630.36,745.37,556
2217,2355,Visa,8854.52,2188.29,8528
2218,2356,Visa,6242.09,4818.08,3538
2219,2357,Visa,1835.35,435.78,3753
2220,2359,MasterCard,7418.42,462.97,3149
2221,2361,MasterCard,8202.4,1360.72,9856
2222,2362,AMEX,5205.25,2534.73,596
2223,2363,Visa,4467.63,3911.47,8055
2224,2364,AMEX,4144.21,1672.75,8756
2225,2365,AMEX,3834.61,3901.13,8744
2226,2366,MasterCard,5314.01,80.86,2854
2227,2367,MasterCard,6393.03,277.75,3831
2228,2368,MasterCard,9323.16,847.41,964
2229,2369,Visa,7585.99,2238.91,2367
2230,2370,AMEX,2903.04,1839.18,1563
2231,2371,AMEX,5084.8,3619.09,1509
2232,2372,MasterCard,3759.36,4964.14,3957
2233,2373,MasterCard,3185.52,3990.71,752
2234,2374,Visa,6924.25,4088.07,418
2235,2375,Visa,2014.12,4938.96,1484
2236,2376,MasterCard,1233.85,2313.76,6298
2237,2377,MasterCard,4722.15,4832.8,8832
2238,2378,MasterCard,2236.37,2920.4,2742
2239,2379,AMEX,5598.19,3383.8,9136
2240,2380,Visa,5950.46,148.44,8200
2241,2381,AMEX,2491.87,2341.4,5366
2242,2382,MasterCard,7270.05,4874.42,4459
2243,2383,Visa,2026.09,4659.87,197
2244,2384,MasterCard,6557.09,1933.15,362
2245,2385,AMEX,6808.57,2857.23,6113
2246,2386,Visa,8284.68,4242.93,3835
2247,2387,Visa,8981.74,1569.84,2671
2248,2388,MasterCard,7032.11,1088.77,8859
2249,2389,MasterCard,6586.66,740.9,3781
2250,2390,AMEX,7095.98,632.66,1855
2251,2391,AMEX,5746.71,4458.34,3207
2252,2392,AMEX,6551.98,2897.66,2190
2253,2393,Visa,9153.67,2680.56,3512
2254,2394,MasterCard,7249.2,864.26,2099
2255,2395,Visa,3710.8,1985.63,6071
2256,2396,Visa,7434.94,4952.27,3104
2257,2397,Visa,1815.43,2411.2,9074
2258,2399,AMEX,4537.43,1990.65,2755
2259,2400,AMEX,4009.17,270.52,5022
2260,2401,MasterCard,6609.67,3255.7,153
2261,2402,MasterCard,2522.28,2096.67,6434
2262,2403,MasterCard,9477.92,760.92,1414
2263,2404,AMEX,3317.39,4235.35,9985
2264,2405,Visa,7242.35,2948.78,7990
2265,2406,Visa,4939.18,2425.98,3766
2266,2407,Visa,2841.68,3960.1,5605
2267,2409,MasterCard,4261.77,326.29,1006
2268,2410,Visa,8022.86,1289.39,9971
2269,2411,Visa,6927.3,2867.66,7400
2270,2412,MasterCard,8498.41,527.52,1334
2271,2413,AMEX,1374.54,1250.31,9172
2272,2414,MasterCard,8494.93,3032.19,3107
2273,2415,MasterCard,4705.4,4627.99,6356
2274,2416,Visa,3326.85,3661.4,4284
2275,2417,Visa,2835.2,2537.83,8933
2276,2418,Visa,4119.75,1059.56,3833
2277,2419,MasterCard,4115.98,962.97,3142
2278,2420,Visa,2282.76,3880.63,1420
2279,2421,MasterCard,6394.88,4632.66,4996
2280,2422,AMEX,1743.59,602.47,2216
2281,2423,MasterCard,5501.53,3376.47,6043
2282,2424,Visa,4524.97,3639.32,608
2283,2425,Visa,8336.76,2551.33,5034
2284,2426,AMEX,2982.17,1655.84,9987
2285,2427,Visa,6040.57,3541.94,2871
2286,2428,Visa,2063.26,2286.93,548
2287,2429,AMEX,7452.15,2292.35,5475
2288,2430,AMEX,3924.66,508.88,3751
2289,2431,MasterCard,9631.43,3148.84,4581
2290,2432,Visa,9162.33,455.82,6439
2291,2433,Visa,5307.94,1395.61,226
2292,2434,AMEX,8103.77,900.41,9631
2293,2435,Visa,1668.01,4725.62,1145
2294,2436,Visa,8040.85,401.1,6106
2295,2437,Visa,5028.43,2312.49,2400
2296,2438,Visa,1851.64,3064.61,9187
2297,2440,AMEX,3694.22,3309.14,4649
2298,2442,Visa,8078.67,4636.8,6197
2299,2443,Visa,5799.95,1773.84,3953
2300,2444,AMEX,3976.86,2164.22,7393
2301,2445,AMEX,4667.05,2689.16,1937
2302,2446,Visa,6624.61,3221.55,3540
2303,2447,MasterCard,6683.47,627.81,5602
2304,2448,MasterCard,2629.84,1835.06,7286
2305,2449,MasterCard,5505.22,2980.78,5714
2306,2450,MasterCard,6106.21,2639.59,563
2307,2451,AMEX,7746.12,258.25,7739
2308,2452,AMEX,5204.06,3750.36,3198
2309,2453,Visa,9429.8,1934.89,2626
2310,2454,AMEX,6990.46,97.25,2983
2311,2455,MasterCard,7499.28,3983.14,5017
2312,2456,Visa,6277.74,28.78,189
2313,2457,AMEX,8609.05,1010.69,5415
2314,2458,Visa,4236.21,3622.7,8538
2315,2459,AMEX,1288.32,2965.52,4166
2316,2460,Visa,2030.73,2790.14,6996
2317,2461,MasterCard,4855.4,2533.8,5362
2318,2462,MasterCard,4531.22,4790.77,5604
2319,2463,MasterCard,5023.62,298.15,5009
2320,2464,AMEX,5850.47,2311.02,2603
2321,2465,Visa,4670.59,4843.54,8265
2322,2466,MasterCard,1416.22,1312.35,5598
2323,2467,MasterCard,8197.45,164.5,5728
2324,2468,Visa,9412.48,2377.28,6091
2325,2469,MasterCard,6211.25,3854.82,2461
2326,2470,Visa,5211.73,1005.48,9825
2327,2471,AMEX,2026.24,1241.39,9288
2328,2472,MasterCard,9308.9,805.82,215
2329,2473,Visa,4254.99,1796.19,6084
2330,2474,Visa,7978.63,4423.24,6971
2331,2475,Visa,2740.39,1015.28,1734
2332,2476,MasterCard,9180.7,1312.28,4460
2333,2477,AMEX,7408.05,4424.02,4236
2334,2478,Visa,3820.31,4644.47,3395
2335,2479,AMEX,7826.43,267.18,2202
2336,2481,MasterCard,2932.61,1482.34,5681
2337,2482,AMEX,8269.19,844.52,8343
2338,2483,Visa,9369.51,2590.77,5000
2339,2484,AMEX,1466.88,3894.71,4826
2340,2486,MasterCard,8975.98,1614.88,8382
2341,2487,AMEX,9525.18,2844.23,5035
2342,2488,Visa,7356.48,4460.66,5088
2343,2489,Visa,4874.81,4454.09,2123
2344,2490,Visa,5656.1,3297.25,1841
2345,2491,MasterCard,4338.92,3681.49,9736
2346,2492,MasterCard,9494.63,546.34,5608
2347,2493,Visa,7133.46,3387.65,776
2348,2494,AMEX,9532.01,1676.46,6651
2349,2496,AMEX,7168.53,640.08,966
2350,2497,AMEX,3105.57,2915.83,8997
2351,2498,MasterCard,5043.76,1795.4,60
2352,2499,AMEX,7064.93,2138.19,8833
2353,2500,AMEX,5220.42,543.53,8889
2354,2501,Visa,4982.68,3449.6,6729
2355,2502,AMEX,4807.71,3727.21,8486
2356,2504,MasterCard,4469.35,2518.15,1578
2357,2505,MasterCard,9890.46,3935.29,5606
2358,2507,AMEX,3794.45,459.37,8166
2359,2508,MasterCard,9670.06,4557.2,1059
2360,2509,AMEX,5608.54,3815.31,3138
2361,2510,Visa,7945.74,1519.58,9346
2362,2511,AMEX,3216.8,3666.45,9615
2363,2513,AMEX,6600.59,4039.57,5855
2364,2514,AMEX,3254.71,1944.37,737
2365,2515,MasterCard,4462.97,1324.09,1768
2366,2516,AMEX,5283.79,1051.45,4322
2367,2518,AMEX,7234.06,3261.06,863
2368,2519,Visa,9247.44,3971.96,1704
2369,2520,MasterCard,9702.56,96.51,750
2370,2521,Visa,5255.14,4703.08,635
2371,2522,MasterCard,4780.15,4185.34,7571
2372,2523,MasterCard,6044.87,4796.64,102
2373,2524,MasterCard,9080.81,1285.18,1951
2374,2525,Visa,1177.76,799.67,9167
2375,2526,Visa,3087.78,4373.86,4642
2376,2527,Visa,8538.41,92.68,27
2377,2528,MasterCard,5698.53,2077.59,7309
2378,2529,AMEX,8499.69,2148.77,3578
2379,2530,Visa,6864.19,1130.93,1879
2380,2531,Visa,8317.3,1158.52,1904
2381,2532,Visa,4765.6,3336.12,8910
2382,2533,AMEX,1089.74,1597.02,6167
2383,2534,MasterCard,7065.93,518.05,7734
2384,2535,AMEX,5473.35,1689.55,1855
2385,2536,AMEX,9850.2,2501.2,6768
2386,2537,AMEX,2082.18,205.17,9443
2387,2538,MasterCard,6575.76,4953.73,6862
2388,2539,Visa,3711.05,3539.11,8969
2389,2540,Visa,5521.18,566.79,7895
2390,2541,Visa,1660.06,216.41,1013
2391,2542,MasterCard,8749.03,4955.83,5318
2392,2543,AMEX,9023.34,3129.41,156
2393,2544,MasterCard,5424.52,2999.44,1977
2394,2545,MasterCard,1751.75,1109.3,7547
2395,2546,AMEX,6230.29,4373.61,5460
2396,2547,MasterCard,3580.12,350.8,1883
2397,2548,AMEX,1224.79,3830.2,8958
2398,2549,MasterCard,8467.33,667.07,8296
2399,2550,MasterCard,2161.36,4014.6,5028
2400,2551,MasterCard,9326.25,1072.98,2322
2401,2552,AMEX,6967.92,4873.4,500
2402,2553,MasterCard,2287.6,1015.09,760
2403,2554,Visa,3396.31,3003.55,1245
2404,2555,Visa,9789.58,4339.09,4637
2405,2556,AMEX,6836.93,2165.45,3230
2406,2557,AMEX,5338.62,2358.11,6050
2407,2558,MasterCard,9586.63,4732.73,2953
2408,2559,Visa,1273.82,361.2,8310
2409,2560,Visa,4451.42,2561.03,6713
2410,2561,Visa,8364.2,2004.05,647
2411,2562,MasterCard,9596.16,2479.39,5039
2412,2563,Visa,8056.88,1470.63,8163
2413,2564,Visa,6735.46,357.9,14
2414,2565,Visa,2157.35,1251.85,4921
2415,2566,Visa,5831.28,105.93,9934
2416,2567,MasterCard,6171.92,616.69,2823
2417,2568,MasterCard,8454.51,1222.98,1147
2418,2569,AMEX,7021.56,1477.15,5611
2419,2570,MasterCard,8609.16,1880.11,7567
2420,2571,MasterCard,6226.13,4498.28,1634
2421,2572,Visa,2219.6,2827.57,3330
2422,2573,AMEX,7743.32,4471.68,184
2423,2574,MasterCard,6725.57,319.52,2850
2424,2575,AMEX,4133.52,1663.7,2921
2425,2576,MasterCard,8376.16,1930.95,367
2426,2577,MasterCard,8948.97,300.62,3863
2427,2578,MasterCard,7605.08,4614.39,8891
2428,2579,Visa,5356.1,1438.54,530
2429,2580,MasterCard,3783.72,3908.35,5386
2430,2581,Visa,3057.19,2337.75,6999
2431,2582,MasterCard,8475.32,2245.74,8463
2432,2583,AMEX,6857.06,4239.86,9759
2433,2584,Visa,6766.63,1672.43,2617
2434,2585,MasterCard,2804.05,204.97,2648
2435,2586,MasterCard,6000.59,2584.05,6194
2436,2587,MasterCard,9887.55,1190.98,9575
2437,2588,AMEX,5020.13,1723.27,1721
