TransactionID,CustomerSK,LoanSK,CardSK,FeedbackSK,TimeSK,Transaction Amount,Account Balance After Transaction,Interest Rate,Credit Card Balance,Rewards Points,Anomaly,Isolation_Forest_Prediction,Model_Anomaly_Flag,Anomaly_Score
3628,3413,3413,3413,3413,4512,3767.13,2559.75,9.42,3397.41,6205,1,1,0,0.153602035816512
3629,3414,3414,3414,3414,4277,2768.36,6693.72,8.16,1280.33,9440,1,1,0,0.123945800813721
3630,3415,3415,3415,3415,4454,210.68,4218.3,9.4,3748.73,3992,1,1,0,0.107911740652961
3631,3416,3416,3416,3416,4552,3423.9,8410.44,1.49,1876.17,1372,1,1,0,0.117606638787548
3633,3417,3417,3417,3417,4505,2767.85,6256.83,3.9,3809,20,1,1,0,0.107601683149877
3634,3418,3418,3418,3418,4523,1544.72,10246.42,3.49,2208.02,14,1,1,0,0.0704947253826826
3635,3419,3419,3419,3419,4315,87.45,8564.65,4.63,4297.48,8841,1,1,0,0.0558917844480992
3636,3420,3420,3420,3420,4369,4534.35,2241.05,8.05,2346.17,6893,1,1,0,0.123891032529841
3637,3421,3421,3421,3421,4232,3537.83,8953.37,9.59,4794.73,4624,1,1,0,0.107197402403968
3638,3422,3422,3422,3422,4392,233.54,10070.4,5.99,199.45,3416,1,1,0,0.0508772499110209
3639,3423,3423,3423,3423,4495,4204.55,2849.02,2.39,2710.17,6685,1,1,0,0.141870818589212
3641,3424,3424,3424,3424,4277,3560.27,5220.23,4.65,1576.64,1280,1,1,0,0.130072654544981
3642,3425,3425,3425,3425,4203,3473.4,2121.01,4.29,2309.72,496,1,1,0,0.120756906327185
3643,3426,3426,3426,3426,4432,4581.58,7086.52,3.14,853.92,5815,1,1,0,0.0919828768909877
3644,3427,3427,3427,3427,4207,835.49,628.46,8.65,4070.52,1066,1,1,0,0.0784947613002522
3645,3428,3428,3428,3428,4417,2840.68,1922.54,3.52,2096.43,7870,1,1,0,0.148595491444461
3646,3429,3429,3429,3429,4266,2728.07,7933.05,6.33,722.15,3894,1,1,0,0.142645022241839
3647,3430,3430,3430,3430,4479,184.55,8478.72,5.31,1458.79,3039,1,1,0,0.0962250472342857
3649,3431,3431,3431,3431,4230,1277.61,5566.57,6.66,2716.54,2147,1,1,0,0.161777827289624
3650,3432,3432,3432,3432,4308,1669.13,1441.73,3.99,2337.69,3361,1,1,0,0.153398607636181
3651,3433,3433,3433,3433,4264,1214.36,10610.76,6.75,1055.63,9348,1,1,0,0.0651475483402824
3653,3434,3434,3434,3434,4407,841.47,5420.27,1.82,3298,6143,1,1,0,0.158900396021695
3654,3435,3435,3435,3435,4258,1044.47,7580.54,5.37,1599.08,7373,1,1,0,0.135314982330785
3655,3436,3436,3436,3436,4402,2890.85,-1889.9,8.74,1841.03,8159,1,1,0,0.0910268694198209
3656,3437,3437,3437,3437,4493,683.43,7853.3,9.18,4712.2,1242,1,1,0,0.0803920594661488
3657,3438,3438,3438,3438,4201,4604.36,-2878.42,5.89,2889.29,5323,1,1,0,0.0804024867312938
3658,3439,3439,3439,3439,4302,1166.62,5201.07,7.3,559.68,9707,1,1,0,0.0825619266758175
3659,3440,3440,3440,3440,4459,3262.21,10020.59,6.5,4032.45,1111,1,1,0,0.099486970445913
3660,3441,3441,3441,3441,4509,796.33,-149.65,8.3,4392.72,4998,1,1,0,0.090417818891431
3661,3442,3442,3442,3442,4215,3977.71,9823.91,1.93,3251.33,7623,1,1,0,0.121402348176384
3662,3443,3443,3443,3443,4244,366.85,4525.02,4.61,236.65,6750,1,1,0,0.0821570232225535
3663,3444,3444,3444,3444,4504,3690.59,-2958.45,3.28,1476.49,2586,1,1,0,0.0887058706537435
3664,3445,3445,3445,3445,4397,1971.9,9263.17,1.06,3661.27,1057,1,1,0,0.118683237133111
3665,3446,3446,3446,3446,4268,2332.94,7396.14,8.47,1264.76,5695,1,1,0,0.159876207773894
3666,3447,3447,3447,3447,4513,1837.93,4941.99,2.21,2194.79,6532,1,1,0,0.172532280973094
3668,3448,3448,3448,3448,4517,36.57,5556.56,8.8,508.86,2089,1,1,0,0.0654753662690395
3669,3449,3449,3449,3449,4387,140.49,2988.54,7.49,2268.74,6036,1,1,0,0.123712063024016
3670,3450,3450,3450,3450,4409,3971.74,5500.43,6.11,3137.21,2980,1,1,0,0.155863236191505
3671,3451,3451,3451,3451,4493,1075.29,7031.3,3.79,1446.6,2791,1,1,0,0.140777846832501
3672,3452,3452,3452,3452,4450,3040.41,-118.27,5.64,1132.99,4972,1,1,0,0.139929602501356
3673,3453,3453,3453,3453,4210,3270.09,8603.41,1.51,623.38,2140,1,1,0,0.116991919406802
3674,3454,3454,3454,3454,4367,3492.93,1948.07,7.55,3408.31,9299,1,1,0,0.108524921752251
3676,3455,3455,3455,3455,4260,3147.65,5884.15,5.31,2155.32,2297,1,1,0,0.169613604565461
3677,3456,3456,3456,3456,4539,2911.71,6717.97,1.85,841.78,9926,1,1,0,0.090400239337702
3678,3457,3457,3457,3457,4283,4641.61,2565.51,7.4,3079.59,2274,1,1,0,0.119337536819501
3680,3458,3458,3458,3458,4262,1771.15,555.68,5.1,4282.35,7361,1,1,0,0.116034965994014
3681,3459,3459,3459,3459,4344,1789.62,5879.61,1.75,4926.64,1506,1,1,0,0.101579406370934
3682,3460,3460,3460,3460,4447,407.24,5346.25,9.51,4506.93,7708,1,1,0,0.0922703129919438
3683,3461,3461,3461,3461,4417,4959.01,-3588.14,5.02,4114.1,5340,1,1,0,0.0169573568876713
3684,3462,3462,3462,3462,4536,4454.92,-1816.52,1.72,4416.76,365,1,1,0,0.0285645239419863
3685,3463,3463,3463,3463,4364,224.91,9621.17,2.7,268.98,6972,1,1,0,0.0565625177197805
3686,3464,3464,3464,3464,4485,4310.28,3280.95,2.08,3807.89,3873,1,1,0,0.137331571480819
3687,3465,3465,3465,3465,4406,700.74,4171.13,2.78,1848.01,7579,1,1,0,0.131472418952841
3688,3466,3466,3466,3466,4225,1202.85,1134.87,2.4,941.82,285,1,1,0,0.0958808979956464
3689,3467,3467,3467,3467,4546,3407.12,2370.01,9.31,2161.87,382,1,1,0,0.111116327765579
3690,3468,3468,3468,3468,4401,3653.77,-1258.21,2.88,576.49,5250,1,1,0,0.094497148432765
3691,3469,3469,3469,3469,4339,2533.69,4545.47,4.98,1340.73,3904,1,1,0,0.163722971193178
3692,3470,3470,3470,3470,4463,4839.04,-3810.85,7.57,2063.83,1684,1,1,0,0.0402974710998068
3693,3471,3471,3471,3471,4304,2453.18,5977.13,7.09,2936.91,3549,1,1,0,0.178567738304744
3694,3472,3472,3472,3472,4392,1299.22,6762.28,9.61,4671.63,3935,1,1,0,0.122959333266726
3695,3473,3473,3473,3473,4195,55.21,1732.55,9.69,368.88,1966,1,1,0,0.0517368706442517
3696,3474,3474,3474,3474,4512,4337.83,-2253.52,6.14,3104.62,7895,1,1,0,0.0830649997767041
3697,3475,3475,3475,3475,4314,1982.59,1989.69,7.77,383.28,2212,1,1,0,0.113994630548751
3698,3476,3476,3476,3476,4497,3914.86,1031.5,4.47,2966.46,5082,1,1,0,0.146843845330414
3699,3477,3477,3477,3477,4387,3871.53,11518.13,4.86,3018.34,8293,1,1,0,0.114668981805778
3700,3478,3478,3478,3478,4396,227.4,5937.02,1.94,1948.77,9539,1,1,0,0.0811780770687685
3702,3479,3479,3479,3479,4255,1452.85,5539.63,3.44,4105.24,8325,1,1,0,0.126480008638427
3703,3480,3480,3480,3480,4397,4207.74,8772.47,1.72,1685.27,9000,1,1,0,0.0923576402258228
3704,3481,3481,3481,3481,4467,2465.94,1031.08,1.88,298.89,5518,1,1,0,0.117604985642058
3705,3482,3482,3482,3482,4302,2962.04,10986.21,7.5,265.03,8038,1,1,0,0.0670381737957204
3706,3483,3483,3483,3483,4328,515.84,8816.21,3.06,437.69,6436,1,1,0,0.0858576626772528
3707,3484,3484,3484,3484,4353,1902.65,-278.23,7.93,4329.04,6630,1,1,0,0.103038316234159
3708,3485,3485,3485,3485,4498,4854.76,4683.6,9.15,2369.19,6720,1,1,0,0.103960493867314
3709,3486,3486,3486,3486,4521,4630.19,13936.43,4.07,4363.96,9369,1,-1,1,-0.00255572872677767
3710,3487,3487,3487,3487,4357,4971.06,3750.63,8.14,3744.11,4145,1,1,0,0.0804265211173767
3711,3488,3488,3488,3488,4224,2555.98,1728.34,4.86,70.29,4726,1,1,0,0.0989724598600033
3712,3489,3489,3489,3489,4232,4093.19,4344.38,7.95,1523.95,5661,1,1,0,0.138710209360333
3713,3490,3490,3490,3490,4490,2280.69,4037.09,3.76,2611.7,5281,1,1,0,0.179587323263363
3714,3491,3491,3491,3491,4358,4707.59,6841,9.38,149.08,5871,1,1,0,0.052060601302072
3715,3492,3492,3492,3492,4509,4930.09,12701.43,9.88,4791.57,6189,1,1,0,0.0394701772018455
3716,3493,3493,3493,3493,4460,4390.19,8510.53,4.48,4547.03,5698,1,1,0,0.0987129103692073
3717,3494,3494,3494,3494,4489,3109.6,6102.03,2.79,1179.43,5371,1,1,0,0.162267528378659
3718,3495,3495,3495,3495,4231,4944.88,13739.97,7.17,1829.39,6329,1,1,0,0.0146452825551557
3719,3496,3496,3496,3496,4376,4918.88,3717.67,6.25,3633.93,5874,1,1,0,0.0932290106719383
3720,3497,3497,3497,3497,4274,2380.64,11037.94,9.92,86,3558,1,1,0,0.0649039800346082
3721,3498,3498,3498,3498,4193,1525.82,7083.46,8.3,1124.53,9580,1,1,0,0.106543104294513
3723,3499,3499,3499,3499,4474,3388.29,2819.22,7.54,1814.89,7196,1,1,0,0.154220766937611
3724,3500,3500,3500,3500,4451,183.64,9677.41,4.16,552.09,7092,1,1,0,0.0612307417828103
3725,3501,3501,3501,3501,4398,3821.5,5201.98,9.42,2774.48,8649,1,1,0,0.146946844311769
3726,3502,3502,3502,3502,4444,266.09,7815.9,5.19,4111.51,9616,1,1,0,0.0580919281090556
3727,3503,3503,3503,3503,4383,1334.21,6644.26,4.59,1155.81,542,1,1,0,0.106682966875876
3728,3504,3504,3504,3504,4270,2495.01,7291.22,2.75,1113.01,8071,1,1,0,0.132127051024153
3729,3505,3505,3505,3505,4282,496.19,5932.13,3.74,353.6,2141,1,1,0,0.0827780060455902
3730,3506,3506,3506,3506,4328,191.13,1900.32,1.02,2771.41,9958,1,1,0,0.0702876502410758
3731,3507,3507,3507,3507,4407,2404.21,5769.15,6.94,2023.42,9692,1,1,0,0.12820045520193
3732,3508,3508,3508,3508,4433,4434.91,2324.54,6.45,3159.86,4086,1,1,0,0.135666266172843
3733,3509,3509,3509,3509,4292,2047.49,3621.88,4.63,173.58,6965,1,1,0,0.102587702834291
3734,3510,3510,3510,3510,4221,1009.39,1198.41,9.7,3200.33,4300,1,1,0,0.139175303003579
3735,3511,3511,3511,3511,4532,2047.67,3434.44,7.24,4658.97,2842,1,1,0,0.134219627908116
3736,3512,3512,3512,3512,4240,3615.95,-1125.21,3.18,4109.16,566,1,1,0,0.063065968651619
3737,3513,3513,3513,3513,4427,216.4,8902.09,4.41,1726.54,9515,1,1,0,0.0565679006646883
3738,3514,3514,3514,3514,4229,163.42,2420.79,5.64,552.78,9545,1,1,0,0.0501409730881375
3739,3515,3515,3515,3515,4446,2319.28,8981.56,5.91,2692.28,6316,1,1,0,0.148840702816136
3740,3516,3516,3516,3516,4412,3386.7,130.09,3.48,1418.98,3279,1,1,0,0.138992071110184
3741,3517,3517,3517,3517,4195,3072.65,495.5,3.24,53.87,4320,1,1,0,0.0853999479825982
3742,3518,3518,3518,3518,4284,3192.73,5092.7,3.69,2043.3,6681,1,1,0,0.167452682404763
3743,3519,3519,3519,3519,4461,836.93,5913.88,9.67,2699.8,9465,1,1,0,0.104347779252833
3744,3520,3520,3520,3520,4335,2698.29,8533.08,4.24,3877.38,2072,1,1,0,0.13173923733016
3745,3521,3521,3521,3521,4517,1895.83,7747.87,4.37,4898.64,7759,1,1,0,0.0934110724943208
3746,3522,3522,3522,3522,4418,561.37,9141.81,7.48,4333.08,6822,1,1,0,0.0837777481534809
3747,3523,3523,3523,3523,4420,649.03,7207.27,2.46,2707.63,4033,1,1,0,0.138646531359582
3748,3524,3524,3524,3524,4238,3230.26,10658.61,6.79,4033.56,2709,1,1,0,0.105107751805591
3749,3525,3525,3525,3525,4552,4786.53,8088.67,7,4146.02,219,1,1,0,0.0572409702512882
3750,3526,3526,3526,3526,4440,540.44,4805.23,1.58,4833.56,4227,1,1,0,0.0891857951454101
3751,3527,3527,3527,3527,4484,2479.5,-2198.4,2.71,1234.8,9645,1,1,0,0.0693933296561085
3753,3528,3528,3528,3528,4388,1415.23,2497.45,8.52,1092.78,5098,1,1,0,0.147436903919191
3754,3529,3529,3529,3529,4359,1130.03,3306.39,7.59,4505.97,1718,1,1,0,0.125241709260186
3755,3530,3530,3530,3530,4490,2733,10881.3,8.86,3420.28,9893,1,1,0,0.0773194893959435
3756,3531,3531,3531,3531,4416,293,7090.22,8.66,699.35,388,1,1,0,0.0663015827028022
3758,3532,3532,3532,3532,4278,3037.58,11919.22,6.6,3027.23,7353,1,1,0,0.111823482970958
3759,3533,3533,3533,3533,4281,1930.31,7848.53,9.29,10.53,7163,1,1,0,0.0749229364792777
3760,3534,3534,3534,3534,4262,1097.07,4813.29,7.67,2183.15,6964,1,1,0,0.157119596903821
3761,3535,3535,3535,3535,4450,2686.23,2209.1,4.22,3864.04,8498,1,1,0,0.135542764791438
3762,3536,3536,3536,3536,4502,4776.21,-987.22,4.15,1551.45,2990,1,1,0,0.0884345047211991
3763,3537,3537,3537,3537,4269,3543.45,6103.18,4.3,3355.56,4910,1,1,0,0.160365099815887
3764,3538,3538,3538,3538,4218,1403.98,5490.8,5.46,3590.16,5706,1,1,0,0.1585103093615
3765,3539,3539,3539,3539,4424,3717.16,-2461.22,4.26,4142.87,3667,1,1,0,0.0792380463219653
3766,3540,3540,3540,3540,4500,2525.16,5105.21,2.69,2902.27,3128,1,1,0,0.176546728083708
3767,3541,3541,3541,3541,4340,249.61,4555.33,6.35,957.71,3184,1,1,0,0.109779352750141
3769,3542,3542,3542,3542,4335,1177.13,7396.19,5.43,916.48,7031,1,1,0,0.133239106051185
3770,3543,3543,3543,3543,4322,2054.2,9666.16,2.97,2292.62,7345,1,1,0,0.130682018114744
3771,3544,3544,3544,3544,4336,2397.55,4116.33,8.32,449.83,4803,1,1,0,0.147569991208041
3772,3545,3545,3545,3545,4418,3998.55,967.64,7.8,796.09,4399,1,1,0,0.123342876718675
3773,3546,3546,3546,3546,4385,2904.54,-2505.84,7.3,959.14,2637,1,1,0,0.0933158230471327
3774,3547,3547,3547,3547,4273,1707.08,5273.7,7.07,3597.49,2565,1,1,0,0.163564210795916
3775,3548,3548,3548,3548,4239,3289.67,4235.71,8.04,1099.09,7901,1,1,0,0.134948321289772
3776,3549,3549,3549,3549,4531,968.55,5709.78,8.47,2560.8,5545,1,1,0,0.158746163034907
3777,3550,3550,3550,3550,4521,4115.74,4858.58,9.08,3387.31,125,1,1,0,0.099690374490686
3778,3551,3551,3551,3551,4453,1015.14,7024.24,6.49,2749.97,9163,1,1,0,0.114755931458918
3779,3552,3552,3552,3552,4402,2797.07,4866.82,4.54,3302.64,9624,1,1,0,0.127292766931286
3780,3553,3553,3553,3553,4298,1033.59,9132.38,1.81,4497.37,2394,1,1,0,0.0957289602947906
3781,3554,3554,3554,3554,4222,1634.56,1439.49,7.5,4829.55,3571,1,1,0,0.105002537663887
3782,3555,3555,3555,3555,4291,2118.22,3696.76,2.27,3420.27,4834,1,1,0,0.166303556550913
3783,3556,3556,3556,3556,4363,1843.42,8238.32,8.82,933.84,8368,1,1,0,0.120847319467198
3784,3557,3557,3557,3557,4426,4669.99,12008.09,4.65,4896.22,9378,1,1,0,0.0193721805919036
3785,3558,3558,3558,3558,4316,1125.22,1868.55,8.89,351.16,3795,1,1,0,0.103618474450362
3786,3559,3559,3559,3559,4411,908.95,7648.29,5.67,4638.67,2698,1,1,0,0.105484840125441
3787,3560,3560,3560,3560,4384,2592.51,-1365.39,5.08,2258.67,9915,1,1,0,0.06262285923323
3788,3561,3561,3561,3561,4380,4745.09,5780.98,4.27,4212.42,9350,1,1,0,0.0682680708301721
3789,3562,3562,3562,3562,4283,2521.61,7144.77,1.55,1700.87,5839,1,1,0,0.162369404260323
3790,3563,3563,3563,3563,4448,4797.28,-1012.68,1.1,2807.48,7106,1,1,0,0.0910082177031215
3791,3564,3564,3564,3564,4497,959.87,-319.19,5.58,708.34,5656,1,1,0,0.0956376745234111
3792,3565,3565,3565,3565,4233,61.18,1682.23,9.11,4525.55,9435,1,1,0,0.0349048374763179
3793,3566,3566,3566,3566,4505,1521.7,2926.51,6.27,1499.05,2675,1,1,0,0.158363722135321
3794,3567,3567,3567,3567,4247,3194.61,11502.42,8.76,1311.55,3668,1,1,0,0.103868296715464
3795,3568,3568,3568,3568,4284,2964.33,4265.24,10,2228.37,771,1,1,0,0.139114355626369
3796,3569,3569,3569,3569,4331,1216.21,-81.36,2.61,1827.59,7218,1,1,0,0.115646966971867
3797,3570,3570,3570,3570,4464,3311.26,4756.55,6.94,689.55,4394,1,1,0,0.140465843516998
3798,3571,3571,3571,3571,4194,4152.93,9126.85,4.75,123.13,3114,1,1,0,0.0624584016026516
3799,3572,3572,3572,3572,4436,3439.11,7105.58,2.88,1605.21,4743,1,1,0,0.150983211343514
3801,3573,3573,3573,3573,4471,1544.96,5712.34,3.2,945.26,1629,1,1,0,0.134137192926051
3802,3574,3574,3574,3574,4303,2650.75,10491.5,7.57,862.49,1123,1,1,0,0.0767211365649496
3803,3575,3575,3575,3575,4436,223.1,415.44,4.2,2661.4,5790,1,1,0,0.109218923334743
3804,3576,3576,3576,3576,4553,1801.82,2586.45,3.3,3358.35,8228,1,1,0,0.140247321562055
3805,3577,3577,3577,3577,4207,4080.46,5753.12,8.97,4934.15,1763,1,1,0,0.0831307037393273
3806,3578,3578,3578,3578,4362,3952.65,-800.62,1.31,417,8547,1,1,0,0.0724678432383129
3807,3579,3579,3579,3579,4417,4704.59,-3494.1,7.62,2317.52,4474,1,1,0,0.0475403771437823
3808,3580,3580,3580,3580,4412,4844.13,9171.31,9.65,4843.79,2213,1,1,0,0.0563621067264741
3809,3581,3581,3581,3581,4399,4863.64,1604.98,6.63,3216.05,6003,1,1,0,0.111026692631607
3810,3582,3582,3582,3582,4433,795.33,5854.44,5.93,3252.96,2525,1,1,0,0.140459943957648
3811,3583,3583,3583,3583,4198,611.96,8599.72,1.55,4494.94,2970,1,1,0,0.0922663532173708
3812,3584,3584,3584,3584,4535,4376.66,12545.27,5.53,1699.37,6578,1,1,0,0.0733494235217558
3813,3585,3585,3585,3585,4311,1921.86,4095.7,4.25,2740.56,1927,1,1,0,0.169623770588449
3814,3586,3586,3586,3586,4487,1792.35,5388.53,8,2341.3,2382,1,1,0,0.173969291272781
3815,3587,3587,3587,3587,4554,2673.02,-2065,8.31,1709.87,6,1,1,0,0.0534435900650428
3816,3588,3588,3588,3588,4515,2262.55,2717.66,2.51,4414.76,3779,1,1,0,0.147656366259815
3817,3589,3589,3589,3589,4529,1122.97,98.33,5.7,2093.12,1256,1,1,0,0.104896491169102
3818,3590,3590,3590,3590,4517,4224.62,14064.55,8.74,706.17,5679,1,1,0,0.0436816051187983
3819,3591,3591,3591,3591,4298,4547.21,3333.97,6.62,776,5127,1,1,0,0.103241456543566
3820,3592,3592,3592,3592,4513,3740.06,7848.3,5.33,573.01,8278,1,1,0,0.0997826482008946
3822,3593,3593,3593,3593,4220,598.4,7998.48,9.7,4805.11,5455,1,1,0,0.0880186439257485
3823,3594,3594,3594,3594,4311,1736.6,3455.97,3.12,1208.81,3370,1,1,0,0.159015382700204
3825,3595,3595,3595,3595,4260,3051.48,509.17,8.78,633,7316,1,1,0,0.115600773363763
3826,3596,3596,3596,3596,4364,508.98,1666.47,3.19,3691.06,1676,1,1,0,0.108784428300252
3827,3597,3597,3597,3597,4482,4801.6,4065.95,8.63,3986.35,8501,1,1,0,0.0937267102363926
3828,3598,3598,3598,3598,4539,2652.56,6852.68,3.71,1742.26,2098,1,1,0,0.153870682909371
3829,3599,3599,3599,3599,4398,2164.42,5383.97,1.17,42.17,5578,1,1,0,0.104137446126363
3830,3600,3600,3600,3600,4413,963.68,4816.56,4.8,4336.51,1901,1,1,0,0.122450238328515
3831,3601,3601,3601,3601,4208,4754.71,12320.24,1.36,454.45,7433,1,1,0,0.0443364625486925
3832,3602,3602,3602,3602,4406,2242.51,1034.5,2.87,765.9,4049,1,1,0,0.132754841074525
3833,3603,3603,3603,3603,4282,597.75,6947.14,5.31,1233.84,205,1,1,0,0.0762642112469166
3834,3604,3604,3604,3604,4242,3075.68,4845.01,1.35,3178.16,7529,1,1,0,0.158588461987234
3835,3605,3605,3605,3605,4264,1757.26,-624.89,1.3,1747.43,197,1,1,0,0.0835518424849506
3836,3606,3606,3606,3606,4321,4041.9,-3036.41,2.4,227.49,9080,1,1,0,0.0124532058697917
3837,3607,3607,3607,3607,4235,2731.87,12588.28,5.16,3799.47,1686,1,1,0,0.0725056570463855
3838,3608,3608,3608,3608,4225,537.44,1805.18,9.77,2768.49,6209,1,1,0,0.143115784233051
3839,3609,3609,3609,3609,4321,3755.52,10635.44,1.84,4151.09,2904,1,1,0,0.100849539530581
3840,3610,3610,3610,3610,4319,1530.29,9033.64,6.6,329.08,3356,1,1,0,0.088251373639322
3841,3611,3611,3611,3611,4356,2047.14,2775.9,5.47,4757.01,1793,1,1,0,0.12519347284739
3842,3612,3612,3612,3612,4432,3880.46,11370.92,1.54,514.4,2890,1,1,0,0.0677951269425524
3843,3613,3613,3613,3613,4414,541.2,3712,1.31,2789.82,9587,1,1,0,0.0999887098650792
3844,3614,3614,3614,3614,4489,4889.12,-2069.85,3,2600.54,6083,1,1,0,0.069376993076065
3845,3615,3615,3615,3615,4280,3513.41,10200.18,7.16,4460.69,776,1,1,0,0.0670063492365707
3846,3616,3616,3616,3616,4535,971.04,9318.97,9.66,2809.59,5089,1,1,0,0.132708531659264
3847,3617,3617,3617,3617,4553,300.04,6070.71,6,1393.3,4017,1,1,0,0.117417041213662
3848,3618,3618,3618,3618,4486,2727.23,5991.98,1.41,859.39,5792,1,1,0,0.162363130062581
3849,3619,3619,3619,3619,4311,1902.5,-1581.18,3.32,1298.32,7841,1,1,0,0.0916252116649375
3850,3620,3620,3620,3620,4548,157.23,7569.42,9.48,1351.63,598,1,1,0,0.0683144030548692
3851,3621,3621,3621,3621,4542,3050,4827.08,1.11,1057.91,9781,1,1,0,0.111301660753126
3852,3622,3622,3622,3622,4483,1550.65,1381.48,6.42,1169.81,9125,1,1,0,0.0959180513152492
3853,3623,3623,3623,3623,4382,1616.69,4148.61,2.61,4285.25,1078,1,1,0,0.119043682648192
3854,3624,3624,3624,3624,4303,819.24,1997.77,1.6,4353.1,704,1,1,0,0.0834106277738188
3855,3625,3625,3625,3625,4200,710.49,1054.23,3.29,2654.95,6455,1,1,0,0.132409391954975
3856,3626,3626,3626,3626,4376,730.27,9596.7,9.43,4574.49,686,1,1,0,0.0452324279062261
3857,3627,3627,3627,3627,4267,4431.44,4645.12,7.86,2523.84,2001,1,1,0,0.129045060243831
3858,3628,3628,3628,3628,4259,2670.06,-2209.98,2.54,2999.19,1080,1,1,0,0.0712950792846804
3859,3629,3629,3629,3629,4488,2352.44,2698.76,1.59,4969.99,1797,1,1,0,0.11207080377463
3861,3630,3630,3630,3630,4534,1605.64,10253.39,1.47,3137.86,5315,1,1,0,0.137216393485893
3862,3631,3631,3631,3631,4404,4112.9,8791.86,4.64,3420.17,9516,1,1,0,0.0888502668433111
3863,3632,3632,3632,3632,4307,994.01,3842.72,8.2,2977.55,3590,1,1,0,0.151746627657076
3864,3633,3633,3633,3633,4194,4015.29,2296.69,5.51,1576.17,7106,1,1,0,0.132698686003947
3865,3634,3634,3634,3634,4343,289.68,361,9.07,4608.13,1424,1,1,0,0.0563391776999382
3866,3635,3635,3635,3635,4399,792.63,2152.88,8.12,4480.49,9253,1,1,0,0.0849109163851022
3867,3636,3636,3636,3636,4477,4464.35,9498.36,6,4757.81,5056,1,1,0,0.0888975524300458
3868,3637,3637,3637,3637,4492,553.95,10224.35,8.11,1900.38,5569,1,1,0,0.113006499395441
3869,3638,3638,3638,3638,4279,1235.33,9687.03,1.85,4440.9,8765,1,1,0,0.08030269877143
3870,3639,3639,3639,3639,4239,223.06,9127.74,2.81,3159.62,1800,1,1,0,0.0826924314121624
3871,3640,3640,3640,3640,4544,2997.34,-1539.51,7.3,4980.75,807,1,1,0,0.0247129945016954
3872,3641,3641,3641,3641,4391,1645.28,7945.1,1.05,2045.59,7675,1,1,0,0.149413817660963
3874,3642,3642,3642,3642,4284,438.05,2886.23,4.42,2522.38,2942,1,1,0,0.139349360317658
3875,3643,3643,3643,3643,4268,1981.58,10639.8,8.8,2694.17,7525,1,1,0,0.123319925929074
3876,3644,3644,3644,3644,4372,1864.67,5633.7,9.83,2318.1,3026,1,1,0,0.180663229655691
3877,3645,3645,3645,3645,4503,2688.79,10080.24,6.85,2029.36,1053,1,1,0,0.111922281451552
3878,3646,3646,3646,3646,4357,1482.22,5890.52,9.55,1099.55,252,1,1,0,0.104799616880375
3879,3647,3647,3647,3647,4375,4923.93,3104.52,8.63,3653.16,2533,1,1,0,0.0962189366481571
3881,3648,3648,3648,3648,4519,3484.89,-2029.86,4.64,521.68,7156,1,1,0,0.0791869217663342
3882,3649,3649,3649,3649,4362,1837.84,11833.11,6.61,502.89,5013,1,1,0,0.081126693477325
3883,3650,3650,3650,3650,4327,2672.83,6063.33,2.36,3886.15,1480,1,1,0,0.141154957943343
3884,3651,3651,3651,3651,4547,1141.07,5613.18,3.82,2928.83,5013,1,1,0,0.159892226359901
3885,3652,3652,3652,3652,4399,872.23,2530.86,7.81,2525.89,956,1,1,0,0.112971843793599
3886,3653,3653,3653,3653,4493,4862.23,9454.74,4.1,1105.71,8227,1,1,0,0.0634051419060159
3887,3654,3654,3654,3654,4409,2709.29,5098.97,9.33,1566.38,9722,1,1,0,0.129491881754889
3888,3655,3655,3655,3655,4379,2309.45,8373.74,4.66,4076.94,2811,1,1,0,0.13803504301151
3889,3656,3656,3656,3656,4473,3211.45,6079,2.98,1395.33,1355,1,1,0,0.136708930788262
3890,3657,3657,3657,3657,4303,1125.03,3002.24,2.89,882.37,9183,1,1,0,0.0925284774538367
3891,3658,3658,3658,3658,4209,4111.64,13659.2,7.18,3295.24,5442,1,1,0,0.0816229761244267
3892,3659,3659,3659,3659,4277,1248.7,6809.13,4.31,3849.6,3026,1,1,0,0.14153755765674
3893,3660,3660,3660,3660,4515,2717.22,4045.51,3.14,874.35,6748,1,1,0,0.14715310803142
3894,3661,3661,3661,3661,4486,644.63,6144.01,7.24,1262.25,4432,1,1,0,0.136464146577884
3895,3662,3662,3662,3662,4541,2877.08,6439.67,4.79,160.2,2325,1,1,0,0.112972748094061
3896,3663,3663,3663,3663,4451,2419.95,2859.61,8.61,146.94,4743,1,1,0,0.116254610181686
3897,3664,3664,3664,3664,4219,1410.43,-889.21,5.94,274.13,1629,1,1,0,0.051605429509531
3898,3665,3665,3665,3665,4243,1544.55,8740.2,9.75,287.34,938,1,1,0,0.0721990465758987
3900,3666,3666,3666,3666,4439,146.31,409.08,3.54,2939.4,646,1,1,0,0.0704509652197179
3901,3667,3667,3667,3667,4199,3008.28,6952.28,6.8,1350.22,1939,1,1,0,0.14348698631269
3902,3668,3668,3668,3668,4464,3594.7,9437.64,7.38,570.36,9740,1,1,0,0.0604602792044284
3903,3669,3669,3669,3669,4454,2739.04,7709.14,1.15,4760.21,1251,1,1,0,0.100551345157639
3904,3670,3670,3670,3670,4324,418.74,4950.94,7.02,1862.79,8689,1,1,0,0.106433542102515
